id;precio;metros_cuadrados_utiles;numero_baNos;numero_habitaciones;planta;antigUedad;aire_acondicionado_Si;ascensor_Si;piscina_Si;trastero_Si;garaje_Si;balcon_Si;jardin_Si;armarios_Si;poblacion_km2;renta_media_hogar;distancia_centro_Madrid_m;pois_comunitarios;pois_BigBusiness
11706;206865;44;1;1;4;0;False;True;True;True;True;False;True;False;832;35385;38381;14;0
11716;164618;41;1;1;4;0;False;True;True;True;True;False;False;False;832;35385;38381;14;0
12893;575000;309;3;5;2;65;False;False;True;True;True;False;True;False;832;35385;38420;14;0
13608;206000;75;2;2;0;23;False;False;False;False;True;False;False;True;832;35385;38239;14;0
13647;185000;54;1;1;1;28;False;False;False;False;True;False;False;False;832;35385;38030;14;0
13757;184999;47;1;1;0;31;False;False;False;False;False;False;False;True;832;35385;38197;14;0
13758;207500;79;2;2;2;27;False;False;False;False;True;True;False;True;832;35385;38185;14;0
16221;399000;277;3;4;1;26;False;False;True;True;True;True;True;True;4443;35385;19576;0;0
17076;399000;235;3;4;1;31;True;False;False;False;True;False;True;True;4443;35385;19560;0;0
17354;367500;143;3;4;0;25;False;False;True;True;True;True;True;True;4443;35385;19567;0;0
10901;715000;140;2;3;2;7;True;True;False;True;True;False;False;True;231;35390;44548;0;0
10911;597000;114;2;5;3;70;False;True;False;False;False;False;False;False;231;35390;44548;0;0
10977;319999;65;1;2;2;80;False;False;False;False;False;False;False;False;231;35390;44548;0;0
11037;895000;156;1;5;6;59;False;True;False;False;False;False;False;True;231;35390;44548;0;0
11094;998000;200;2;4;2;102;True;True;False;True;False;False;False;True;231;35390;44548;0;0
13045;240000;75;1;2;1;35;False;False;False;False;False;False;False;False;231;35390;44385;0;0
2349;240000;65;1;2;2;61;False;False;False;False;False;True;False;True;17982;35429;2057;35;0
2355;199000;40;1;2;3;95;False;True;False;False;False;False;False;False;17982;35429;2277;35;0
2356;380000;67;1;3;3;61;True;True;False;False;False;False;False;True;17982;35429;2217;35;0
2358;390000;55;1;1;0;75;True;True;False;False;False;False;False;False;28469;35429;1887;35;0
2359;320000;46;1;2;4;61;True;True;False;False;False;False;False;True;17982;35429;1888;35;0
2374;239000;55;1;2;5;115;False;False;False;False;False;False;False;False;17982;35429;2277;35;0
2386;638000;139;2;4;6;61;True;True;False;False;False;True;False;True;17982;35429;2299;35;0
2407;410000;80;1;3;4;61;False;True;False;False;False;False;False;True;17982;35429;2277;35;0
2410;487000;80;1;2;1;121;False;False;False;False;False;False;False;True;17982;35429;1786;35;0
2411;239900;44;1;1;2;61;False;False;False;False;False;False;False;False;17982;35429;2277;35;0
2424;276500;86;1;3;2;61;False;True;False;True;False;False;False;False;17982;35429;2201;35;0
2428;550000;95;2;2;4;61;True;True;False;False;False;False;False;True;17982;35429;2201;35;0
2433;260000;40;1;1;2;61;True;True;False;False;False;False;False;False;17982;35429;2277;35;0
2434;499000;90;2;3;1;60;False;True;False;False;False;False;False;False;17982;35429;2057;35;0
2435;565000;102;2;2;6;61;True;True;False;False;False;False;False;False;17982;35429;2277;35;0
2451;1450000;120;4;6;4;61;True;True;False;False;False;True;False;False;17982;35429;1786;35;0
2456;245000;40;1;1;3;100;True;True;False;False;False;False;False;True;17982;35429;2277;35;0
2462;950000;184;2;4;6;61;True;True;False;False;False;False;False;True;17982;35429;1864;35;0
2476;235000;49;1;2;1;95;False;False;False;False;False;False;False;False;17982;35429;2277;35;0
2477;695000;96;2;2;4;1;True;True;False;True;False;True;False;True;28469;35429;1676;35;0
2531;420000;83;2;3;2;61;False;True;False;False;False;True;False;True;17982;35429;2156;35;0
2559;509000;94;1;3;6;61;False;True;False;False;False;False;False;False;17982;35429;2135;35;0
2562;447000;84;2;2;1;26;False;True;False;False;False;False;False;False;28469;35429;1676;35;0
2573;398000;86;1;3;2;90;False;True;False;False;False;False;False;False;17982;35429;1817;35;0
2575;530000;90;2;3;1;95;True;True;False;False;False;False;False;False;17982;35429;2045;35;0
2587;316990;45;1;1;0;32;True;True;False;False;False;False;False;True;17982;35429;2057;35;0
2608;577000;85;1;1;6;64;True;True;False;False;False;False;False;True;17982;35429;1817;35;0
2619;664500;111;1;3;1;64;False;True;False;False;False;True;False;False;17982;35429;1817;35;0
2623;550000;110;2;4;1;69;False;True;False;False;True;False;False;True;17982;35429;2277;35;0
2631;439900;60;1;1;2;36;False;True;True;False;True;True;False;True;28469;35429;1887;35;0
2632;1275000;160;3;3;7;56;True;True;False;False;False;False;False;True;17982;35429;1786;35;0
2638;345000;51;1;3;3;98;True;True;False;False;False;False;False;False;17982;35429;1947;35;0
2647;680000;120;2;3;8;38;False;True;False;False;False;True;False;True;17982;35429;1786;35;0
2651;630000;118;2;4;1;61;True;True;False;False;True;False;False;True;17982;35429;2277;35;0
2652;840000;195;2;2;0;69;True;True;False;False;True;False;False;True;17982;35429;2057;35;0
10268;395000;72;1;2;1;61;False;True;False;False;False;False;False;False;17982;35429;2277;35;0
11522;310000;63;1;2;4;61;True;True;False;False;False;True;False;True;17982;35429;1786;35;0
15651;720000;235;4;5;0;36;False;False;True;False;True;False;True;False;17982;35429;2095;35;0
16233;485000;240;3;4;1;25;True;False;False;True;True;False;True;True;220;35444;10642;2;0
15877;260000;140;2;3;4;21;True;True;False;False;False;False;False;True;225;35445;23301;3;0
7084;395000;62;1;3;2;50;True;False;False;False;False;True;False;True;38;35456;45779;2;0
14516;350000;180;1;3;0;5;True;False;True;False;True;False;True;True;38;35456;46450;0;0
14671;225000;130;1;3;1;27;False;False;True;True;False;False;True;False;38;35456;45017;0;0
14672;269000;180;2;6;2;53;False;False;True;True;True;False;True;False;38;35456;46338;3;0
14719;240000;245;2;4;1;27;False;False;True;True;False;False;True;True;38;35456;45017;0;0
15252;320000;290;3;4;0;27;True;False;True;True;False;True;False;True;38;35456;46169;3;0
9596;167900;75;1;3;3;59;False;False;False;False;False;False;False;False;231;35461;45238;1;0
1176;320000;80;2;3;0;62;True;False;False;False;True;False;False;False;11149;35488;29371;48;0
1282;510000;80;2;2;0;62;False;False;True;False;False;False;False;True;11149;35488;29243;48;0
1372;189000;60;1;2;0;60;True;False;False;False;False;False;False;True;11149;35488;29606;48;0
1521;435000;167;2;4;1;62;False;False;False;True;False;True;False;True;11149;35488;29243;48;0
1694;650000;142;2;4;1;62;False;False;False;True;True;False;False;True;11149;35488;29179;48;0
1720;295000;83;1;1;3;62;True;False;False;False;False;False;False;False;11149;35488;29612;48;0
1722;555500;233;2;5;1;125;False;False;False;False;False;True;False;False;11149;35488;29533;48;0
1785;825000;373;1;10;0;55;False;False;False;True;True;True;True;False;4600;35488;29064;48;0
1982;549900;127;2;2;2;0;False;True;False;False;False;False;False;False;11149;35488;29151;48;0
1998;450000;120;2;5;1;65;False;False;False;False;False;False;False;False;11149;35488;29606;48;0
2053;406000;120;2;1;0;16;True;False;False;False;False;False;False;True;11149;35488;29434;48;0
16017;362500;134;3;3;1;25;False;False;False;False;True;False;True;True;1525;35492;23606;0;0
14436;640000;241;4;4;3;35;True;False;True;True;True;False;True;True;7535;35508;15676;21;0
14412;395000;96;1;0;3;13;True;True;False;False;True;True;False;True;1097;35515;16891;12;3
14716;280000;69;1;1;2;20;True;False;False;False;True;False;False;False;1097;35515;17016;12;3
14877;208000;64;1;1;0;0;False;True;False;False;True;False;False;False;1097;35515;16672;12;3
11673;425000;96;2;2;3;2;True;True;False;True;True;False;False;True;166;35516;12744;0;0
11792;525000;95;2;3;5;3;True;True;True;True;True;False;False;True;166;35516;12744;0;0
13651;560000;248;3;7;0;30;False;False;True;True;True;False;True;True;2440;35522;34072;0;0
8566;280000;66;1;3;3;55;True;False;False;False;False;True;False;True;19021;35533;4351;10;0
8571;265000;65;1;3;3;55;True;False;False;False;False;False;False;False;19021;35533;4351;10;0
8607;133100;96;1;3;2;55;False;False;False;False;False;False;False;False;19021;35533;4351;10;0
8617;270000;63;1;3;2;59;False;False;False;False;False;False;False;False;19021;35533;4351;10;0
8670;495000;100;2;3;1;55;True;True;False;True;True;False;False;True;19021;35533;4050;10;0
8676;111000;69;1;3;1;54;True;True;False;False;True;False;False;False;19021;35533;4351;10;0
8716;299000;63;2;3;4;63;True;True;False;True;False;False;False;True;19021;35533;4359;10;0
8795;180000;50;2;1;0;67;True;True;False;False;False;False;False;False;19021;35533;4351;10;0
8817;390000;80;1;3;0;64;False;True;False;False;False;False;False;False;19021;35533;4351;10;0
8822;185000;52;1;1;1;70;False;False;False;False;False;False;False;False;19021;35533;4207;10;0
8844;378505;127;1;2;0;0;False;True;True;True;True;False;True;False;19021;35558;5762;6;0
8846;589920;148;2;3;0;0;False;True;True;True;True;False;False;False;19021;35558;5762;6;0
8847;516042;227;2;3;0;0;False;True;True;True;True;False;True;False;19021;35558;5762;6;0
8166;495000;126;1;3;1;69;False;False;False;True;False;False;True;True;23;35569;14235;0;0
2353;890000;122;2;3;1;61;False;True;False;False;False;False;False;False;38855;35579;395;60;4
2478;305000;52;1;2;3;72;True;False;False;False;False;False;False;True;38855;35579;395;60;4
2479;340000;52;1;1;3;125;True;True;False;False;False;False;False;True;28469;35579;743;60;4
2492;375000;48;1;1;7;49;False;True;False;False;False;False;False;False;28469;35579;743;60;4
2494;495000;92;1;2;0;175;False;False;False;False;False;True;False;False;38855;35579;395;60;4
2636;579000;70;1;1;7;65;True;True;False;False;False;False;False;False;38855;35579;395;60;4
4109;950000;143;2;3;3;57;True;True;False;False;False;False;False;True;12618;35579;195;60;4
5263;995000;157;2;2;4;98;True;True;False;False;False;True;False;True;12618;35579;383;60;4
5275;700000;110;2;2;1;8;True;True;False;True;False;True;False;True;38855;35579;472;60;4
5297;2000000;420;3;8;1;119;True;True;False;True;False;True;False;True;12618;35579;644;60;4
5302;875000;159;2;3;1;90;False;True;False;True;True;False;False;True;28469;35579;694;60;4
5305;725000;89;2;2;3;98;True;True;False;False;False;False;False;True;12618;35579;383;60;4
5309;799000;69;1;2;4;125;True;True;False;False;False;True;False;True;12618;35579;383;60;4
5320;2675000;220;3;3;1;98;True;True;False;True;False;True;False;True;12618;35579;649;60;4
5329;440000;77;1;1;2;90;False;False;False;True;False;True;False;True;28469;35579;890;60;4
5331;250000;48;2;2;5;90;False;False;False;False;False;False;False;False;28469;35579;496;60;4
5347;514000;65;1;2;5;175;False;True;False;False;False;True;False;False;38855;35579;341;60;4
5350;450000;91;1;2;3;98;False;True;False;False;False;True;False;False;12618;35579;430;60;4
5355;2575000;250;5;4;1;125;True;True;False;False;False;True;False;True;12618;35579;383;60;4
5375;276000;41;2;1;0;98;True;True;False;True;False;False;False;True;12618;35579;661;60;4
5395;859000;88;2;2;2;98;True;True;False;False;False;True;False;False;12618;35579;383;60;4
5397;789000;101;2;2;4;125;True;False;False;False;False;True;False;False;12618;35579;383;60;4
5410;207000;46;1;0;0;98;False;True;False;False;False;False;False;True;12618;35579;383;60;4
5422;1119000;139;3;3;2;98;True;False;False;False;False;True;False;True;12618;35579;81;60;4
5438;480000;84;2;2;3;90;True;False;False;False;False;True;False;True;28469;35579;501;60;4
5441;2400000;215;2;4;4;99;True;False;False;True;False;True;False;True;38855;35579;115;60;4
5447;1790000;183;4;3;2;125;True;True;False;False;False;True;False;True;12618;35579;64;60;4
5448;990000;138;2;2;1;120;False;True;False;False;False;False;False;True;12618;35579;383;60;4
5456;1980000;264;2;2;2;150;True;True;False;False;False;True;False;True;38855;35579;249;60;4
5458;276000;45;2;1;0;100;True;True;False;True;False;False;False;True;12618;35579;661;60;4
5462;1400000;220;2;3;8;98;True;True;False;True;True;True;False;True;12618;35579;383;60;4
5472;1119000;139;3;3;2;98;True;True;False;False;False;False;False;True;12618;35579;81;60;4
5489;899000;180;3;7;1;120;False;True;False;False;False;True;False;False;38855;35579;402;60;4
5492;2500000;158;3;4;2;99;True;True;False;False;False;False;False;True;38855;35579;147;60;4
5499;1595000;164;3;3;3;98;True;True;False;False;False;True;False;True;12618;35579;750;60;4
5501;825000;94;3;2;6;145;False;True;False;False;False;False;False;True;12618;35579;644;60;4
5508;1119000;112;3;3;2;145;True;False;False;False;False;True;False;True;12618;35579;81;60;4
5530;830000;100;2;2;3;165;False;True;False;False;False;True;False;True;12618;35579;383;60;4
5534;240000;55;2;2;6;98;True;False;False;False;False;False;False;False;12618;35579;335;60;4
5537;1183000;129;3;3;5;145;True;True;False;False;False;True;False;True;12618;35579;584;60;4
5539;1400000;129;3;3;4;125;True;True;False;False;False;False;False;False;12618;35579;383;60;4
5540;750000;154;3;3;1;125;False;True;False;False;False;True;False;False;38855;35579;147;60;4
5550;2150000;157;3;2;6;92;True;True;False;False;False;True;False;True;12618;35579;287;60;4
5572;1550000;167;4;4;2;125;True;True;False;True;False;True;False;True;38855;35579;507;60;4
5581;490000;60;1;1;1;125;True;True;False;False;False;True;False;True;38855;35579;435;60;4
5586;875000;98;2;2;1;165;True;False;False;False;False;True;False;True;38855;35579;147;60;4
5597;919000;112;3;3;3;98;True;True;False;False;False;False;False;True;12618;35579;383;60;4
5607;1395000;221;5;4;2;125;True;True;False;False;False;False;False;True;12618;35579;300;60;4
5617;725000;113;2;3;5;98;False;False;False;False;False;False;False;False;12618;35579;383;60;4
5622;460000;76;2;2;2;155;True;True;False;False;False;True;False;True;28469;35579;585;60;4
5642;630000;103;2;3;4;110;True;True;False;False;False;True;False;True;38855;35579;401;60;4
5667;370000;55;2;1;4;90;True;False;False;False;False;True;False;True;28469;35579;501;60;4
5677;720000;128;2;3;0;98;True;False;False;False;False;False;False;True;12618;35579;383;60;4
5680;380000;50;1;1;5;135;False;False;False;False;False;False;False;False;38855;35579;312;60;4
5682;1119000;125;3;3;2;145;True;True;False;False;False;True;False;False;12618;35579;81;60;4
5684;276000;50;2;1;0;100;True;True;False;True;False;False;False;True;12618;35579;649;60;4
5686;910000;135;3;4;3;90;False;True;False;False;False;False;False;True;28469;35579;844;60;4
5733;750000;118;1;2;2;145;False;False;False;False;False;True;False;False;12618;35579;287;60;4
5736;395000;53;1;1;5;115;True;False;False;False;False;False;False;False;28469;35579;844;60;4
5756;825000;140;2;3;4;90;False;True;False;True;True;True;False;False;28469;35579;480;60;4
5773;2650000;160;3;3;4;98;True;True;False;False;False;False;False;True;12618;35579;383;60;4
5804;2500000;268;4;3;2;120;False;True;False;False;False;True;False;False;12618;35579;383;60;4
5821;1300000;230;2;3;1;99;False;True;False;False;False;False;False;False;38855;35579;310;60;4
5828;1785000;204;4;5;3;98;True;True;False;True;True;False;False;True;12618;35579;383;60;4
5833;399900;75;1;3;2;125;False;True;False;False;False;False;False;True;12618;35579;383;60;4
5838;1100000;191;4;3;1;137;False;True;False;False;False;True;False;False;12618;35579;383;60;4
5845;710000;74;2;3;2;55;True;True;False;False;True;False;False;True;12618;35579;387;60;4
5850;2600000;240;1;1;2;98;True;True;False;False;False;False;False;False;12618;35579;383;60;4
5854;2250000;491;6;1;1;145;True;True;False;False;False;True;False;False;12618;35579;383;60;4
5857;450000;77;1;1;2;125;False;True;False;False;False;True;False;True;38855;35579;435;60;4
5864;899000;104;3;3;1;99;True;True;False;False;False;False;False;False;38855;35579;147;60;4
5868;2000000;462;2;8;1;98;True;True;False;True;False;False;False;False;12618;35579;644;60;4
5870;1250000;113;3;3;1;98;True;True;False;False;False;True;False;True;12618;35579;644;60;4
5876;1700000;142;1;3;6;125;False;True;False;False;False;False;False;False;12618;35579;31;60;4
5895;860000;159;1;3;3;98;True;True;False;False;False;True;False;False;12618;35579;383;60;4
5896;400000;74;1;1;8;41;True;True;False;False;False;False;False;False;12618;35579;383;60;4
5897;565000;60;1;1;6;125;True;True;False;False;False;False;False;True;12618;35579;383;60;4
5900;690000;75;2;2;4;58;True;True;False;False;False;False;False;True;28469;35579;794;60;4
5901;498000;72;2;2;4;145;False;False;False;True;False;True;False;True;28469;35579;535;60;4
5905;999000;204;3;2;0;165;True;False;False;False;False;False;False;True;12618;35579;383;60;4
5906;780000;110;1;3;3;135;False;True;False;True;False;True;False;True;12618;35579;383;60;4
5907;1690000;133;2;3;3;98;True;True;False;False;False;True;False;True;12618;35579;383;60;4
5915;1420000;165;3;3;4;98;True;True;False;True;False;True;False;True;12618;35579;750;60;4
5929;340000;77;1;3;5;99;False;False;False;False;False;False;False;False;38855;35579;312;60;4
5934;1900000;200;3;5;2;135;False;True;False;False;False;True;False;False;12618;35579;383;60;4
5937;640000;145;4;2;3;30;True;True;False;False;False;False;False;True;12618;35579;383;60;4
5944;1290000;164;2;3;4;98;True;True;False;False;False;False;False;True;12618;35579;383;60;4
5945;2000000;450;5;5;1;98;True;True;False;False;False;False;False;False;12618;35579;383;60;4
5955;800000;100;2;2;2;98;True;True;False;False;False;False;False;True;12618;35579;383;60;4
5956;505000;60;1;0;5;145;True;True;False;False;False;False;False;True;38855;35579;138;60;4
5958;1800000;168;2;2;4;98;False;True;False;False;False;False;False;False;12618;35579;383;60;4
5959;829000;117;2;3;1;99;True;True;False;False;False;True;False;True;38855;35579;185;60;4
5968;515000;81;1;2;1;98;False;False;False;False;False;True;False;True;12618;35579;383;60;4
5971;770000;106;2;3;1;125;False;True;False;False;False;True;False;False;12618;35579;383;60;4
5978;1150000;127;2;5;3;145;True;True;False;True;False;True;False;True;12618;35579;644;60;4
5981;748000;87;2;2;2;90;True;True;False;False;False;True;False;True;28469;35579;808;60;4
5982;400000;60;1;2;4;99;True;False;False;False;False;False;False;False;38855;35579;419;60;4
5985;1119000;112;3;3;2;145;True;False;False;False;False;True;False;True;12618;35579;81;60;4
5994;1995000;195;2;4;2;145;False;True;False;False;True;True;False;False;12618;35579;813;60;4
5999;454000;65;1;1;2;35;True;False;False;False;False;False;False;False;12618;35579;383;60;4
6000;500000;60;1;2;4;115;True;False;False;False;False;False;False;True;38855;35579;141;60;4
6002;1180000;115;3;4;4;98;True;True;False;False;False;False;False;False;12618;35579;661;60;4
6008;850000;117;2;3;1;120;False;True;False;True;False;False;False;True;38855;35579;370;60;4
6011;2770000;231;4;4;3;98;True;True;False;False;False;True;False;True;12618;35579;383;60;4
6014;1400000;240;2;3;3;98;False;True;False;False;False;False;False;False;12618;35579;383;60;4
6018;280000;46;1;2;2;125;False;True;False;False;False;False;False;True;28469;35579;804;60;4
6033;919000;112;3;3;1;98;True;True;False;False;False;True;False;True;12618;35579;383;60;4
6036;1150000;150;3;4;5;98;True;True;False;False;False;False;False;True;12618;35579;619;60;4
6049;460000;58;1;2;1;98;True;True;False;False;False;True;False;False;12618;35579;441;60;4
6063;1250000;170;3;3;1;45;True;True;False;False;False;False;False;True;12618;35579;644;60;4
6064;500000;60;2;2;3;98;False;True;False;False;False;False;False;True;12618;35579;383;60;4
6099;919000;84;3;3;3;120;True;True;False;False;False;False;False;True;12618;35579;383;60;4
6101;830000;91;1;1;5;50;True;True;False;True;False;False;False;True;28469;35579;528;60;4
6102;1595000;160;3;3;2;36;True;True;False;False;False;True;False;True;12618;35579;750;60;4
6105;500000;60;1;2;4;115;True;False;False;False;False;False;False;False;38855;35579;141;60;4
6128;899999;118;2;4;3;125;True;True;False;True;False;True;False;True;12618;35579;383;60;4
6141;425000;70;1;1;2;85;True;False;False;False;False;False;False;False;38855;35579;144;60;4
6148;276000;41;2;1;0;105;True;True;False;True;False;False;False;True;12618;35579;661;60;4
6167;1250000;143;3;3;1;125;True;True;False;False;False;True;False;True;12618;35579;644;60;4
6171;650000;71;1;2;4;175;True;True;False;False;False;True;False;True;38855;35579;442;60;4
6172;405000;47;3;5;4;125;True;False;False;False;False;False;False;True;12618;35579;211;60;4
6178;420000;40;1;1;3;164;True;True;False;False;False;True;False;True;12618;35579;81;60;4
6187;2575000;250;5;4;1;125;True;True;False;False;False;True;False;True;12618;35579;644;60;4
6191;380000;45;1;2;3;145;False;False;False;False;False;False;False;True;12618;35579;383;60;4
6216;675000;86;1;2;1;125;True;True;False;False;False;False;False;True;38855;35579;400;60;4
6219;1089000;196;2;4;2;145;False;True;False;False;False;True;False;False;12618;35579;644;60;4
6222;799000;79;1;2;4;125;True;True;False;False;False;True;False;False;12618;35579;383;60;4
6228;459000;74;1;1;4;98;True;True;False;False;False;False;False;True;12618;35579;170;60;4
6230;899000;128;2;5;3;145;True;True;False;False;False;True;False;True;12618;35579;716;60;4
6231;780000;110;2;1;1;175;True;True;False;False;False;True;False;True;28469;35579;772;60;4
6236;1350000;122;2;2;1;135;False;True;False;False;False;True;False;False;12618;35579;732;60;4
6242;1170000;121;2;4;2;105;False;True;False;True;False;True;False;True;28469;35579;480;60;4
6245;569000;118;1;4;4;125;True;False;False;False;False;True;False;False;12618;35579;383;60;4
6247;2250000;265;5;9;1;98;False;True;False;False;False;False;False;False;12618;35579;644;60;4
6255;1119000;112;3;3;2;145;True;False;False;False;False;False;False;True;12618;35579;81;60;4
6280;1190000;180;3;3;1;125;True;True;False;False;True;True;False;True;12618;35579;383;60;4
6298;1790000;200;4;7;1;109;True;True;False;True;True;True;False;False;12618;35579;383;60;4
6300;510000;112;1;0;4;90;True;False;False;False;False;False;False;False;28469;35579;455;60;4
6309;665000;99;1;2;1;125;True;False;False;False;False;True;False;True;12618;35579;373;60;4
6316;500000;74;1;3;1;98;False;False;False;False;False;False;False;False;12618;35579;383;60;4
6328;790000;116;2;2;4;98;True;True;False;False;True;True;False;True;12618;35579;383;60;4
6348;330716;50;1;1;1;98;True;True;False;False;False;False;False;True;12618;35579;383;60;4
6349;1119000;136;3;3;2;145;True;False;False;False;False;True;False;True;12618;35579;81;60;4
6352;1119000;132;3;3;2;145;True;True;False;False;False;True;False;True;12618;35579;81;60;4
6369;725000;97;2;3;5;98;True;False;False;False;False;False;False;False;12618;35579;383;60;4
6381;425000;52;2;1;4;175;True;True;False;False;False;False;False;True;28469;35579;801;60;4
6399;1500000;238;3;4;4;98;False;True;False;False;True;True;False;False;12618;35579;644;60;4
6400;565000;60;1;1;6;125;True;True;False;False;False;False;False;True;12618;35579;383;60;4
6431;470000;70;1;2;1;99;True;False;False;False;False;False;False;True;38855;35579;144;60;4
6432;619900;74;1;2;1;145;True;True;False;False;False;True;False;True;38855;35579;149;60;4
6443;1250000;113;3;3;1;125;True;True;False;False;False;False;False;True;12618;35579;644;60;4
6444;2400000;170;2;4;4;145;True;False;False;True;False;True;False;True;38855;35579;147;60;4
6452;276000;41;2;1;0;105;True;True;False;True;False;False;False;True;12618;35579;649;60;4
6474;1110000;67;2;2;1;65;True;True;False;False;True;False;False;True;12618;35579;383;60;4
6479;689000;110;2;3;1;145;False;True;False;False;False;True;False;True;28469;35579;844;60;4
6480;276000;40;1;1;0;105;True;True;False;False;False;False;False;True;12618;35579;661;60;4
6481;960000;60;2;2;1;65;True;True;False;False;True;False;False;True;12618;35579;383;60;4
6497;750000;131;2;6;2;125;False;True;False;False;False;True;False;False;38855;35579;310;60;4
6503;700000;55;1;2;6;85;True;True;False;False;False;False;False;True;28469;35579;520;60;4
6506;1790000;214;2;2;4;145;True;True;False;False;False;True;False;False;38855;35579;281;60;4
6509;276000;41;1;1;0;105;False;True;False;False;False;False;False;True;12618;35579;661;60;4
6512;210000;49;1;1;0;98;True;False;False;False;False;False;False;True;12618;35579;383;60;4
6518;1960000;124;2;4;3;85;True;True;False;True;False;True;False;True;12618;35579;235;60;4
6522;395000;53;1;1;5;115;True;False;False;False;False;False;False;False;28469;35579;844;60;4
6528;420000;43;1;1;1;31;True;True;False;False;False;False;False;True;12618;35579;383;60;4
6541;290000;45;1;1;1;145;True;False;False;False;False;False;False;False;12618;35579;383;60;4
6545;419000;72;1;2;4;40;True;True;False;False;False;False;False;True;12618;35579;287;60;4
6546;349000;43;1;1;3;99;True;True;False;False;False;True;False;True;38855;35579;173;60;4
6547;2000000;400;3;4;1;105;False;False;False;False;False;False;False;False;12618;35579;644;60;4
6552;850000;113;2;2;1;110;True;True;False;True;False;True;False;True;12618;35579;832;60;4
6561;1100000;78;2;2;5;22;True;True;False;False;False;False;False;True;12618;35579;383;60;4
6563;1250000;97;2;2;5;22;True;True;False;False;False;False;False;True;12618;35579;383;60;4
6580;790000;116;2;2;4;157;True;True;False;False;False;True;False;False;12618;35579;338;60;4
6585;860000;103;2;3;2;145;False;True;False;False;False;True;False;True;12618;35579;383;60;4
6589;1700000;175;3;4;2;145;True;True;False;False;False;True;False;True;12618;35579;383;60;4
6590;549000;70;1;1;4;34;True;True;False;False;False;True;False;True;12618;35579;383;60;4
6599;570000;71;2;2;1;6;True;True;False;False;False;False;False;True;12618;35579;832;60;4
6601;375000;58;1;0;4;175;True;True;False;False;False;False;False;False;38855;35579;420;60;4
6618;760000;104;2;2;1;125;False;True;False;True;False;True;False;True;28469;35579;804;60;4
6621;1180000;163;3;4;1;98;True;True;False;False;True;False;False;True;12618;35579;732;60;4
6623;275000;44;1;1;0;125;True;True;False;False;False;False;False;False;12618;35579;383;60;4
6625;740000;90;1;2;1;125;True;True;False;False;False;True;False;False;12618;35579;383;60;4
6630;890000;115;2;2;1;175;True;True;False;False;True;False;False;True;28469;35579;658;60;4
6634;234000;70;1;2;2;99;False;False;False;False;False;False;False;False;38855;35579;402;60;4
6635;3450000;450;3;4;2;98;False;True;False;False;False;False;False;False;12618;35579;383;60;4
6641;395000;82;1;2;1;125;False;False;False;True;False;False;False;False;12618;35579;383;60;4
6647;729000;137;1;3;2;120;False;False;False;False;False;True;False;True;12618;35579;832;60;4
6662;1089000;196;2;4;2;145;True;True;False;False;False;True;False;True;12618;35579;644;60;4
6677;1610000;229;3;3;5;110;True;True;False;True;False;True;False;True;12618;35579;644;60;4
6683;550000;84;1;1;0;90;False;False;False;False;False;False;False;False;28469;35579;743;60;4
6687;420000;43;1;1;1;31;False;True;False;False;False;False;False;False;12618;35579;383;60;4
6693;3100000;137;2;2;9;98;True;True;False;False;True;True;False;True;12618;35579;383;60;4
6697;707000;64;1;2;2;125;True;True;False;True;False;True;False;False;38855;35579;185;60;4
6704;595000;66;1;1;2;39;False;True;False;True;False;True;False;True;12618;35579;383;60;4
6709;520000;65;1;1;2;99;True;True;False;True;False;True;False;True;38855;35579;435;60;4
6711;1250000;113;3;3;1;125;True;True;False;False;False;False;False;True;12618;35579;644;60;4
6712;475000;80;1;2;4;60;True;True;False;False;False;False;False;False;28469;35579;743;60;4
6723;850000;158;2;4;3;125;False;True;False;False;True;True;False;False;12618;35579;644;60;4
6724;2200000;319;2;5;1;145;True;True;False;False;False;True;False;False;12618;35579;383;60;4
6728;500000;59;1;2;4;115;True;False;False;False;False;False;False;True;38855;35579;141;60;4
6732;405000;51;1;1;3;155;True;False;False;False;False;True;False;False;28469;35579;500;60;4
6738;2900000;279;4;2;2;6;True;True;False;True;True;False;False;False;12618;35579;383;60;4
6739;625000;104;1;1;4;38;True;True;False;False;False;False;False;False;28469;35579;556;60;4
6751;899000;135;3;3;1;85;True;True;False;False;False;False;False;True;38855;35579;147;60;4
6752;1099000;145;3;4;3;125;True;True;False;False;False;True;False;True;38855;35579;310;60;4
6755;975000;158;2;3;3;125;False;True;False;False;True;True;False;False;12618;35579;644;60;4
6760;1700000;200;4;7;1;109;True;True;False;True;False;True;False;False;12618;35579;383;60;4
6761;1700000;167;3;4;1;135;True;True;False;False;False;True;False;True;12618;35579;661;60;4
6782;696000;83;2;4;2;165;False;False;False;False;False;True;False;True;38855;35579;144;60;4
6795;1589000;136;3;3;2;91;True;True;False;False;False;False;False;False;12618;35579;383;60;4
6798;950000;153;3;4;1;103;True;True;False;False;False;True;False;False;12618;35579;383;60;4
6799;350000;43;1;1;4;125;True;True;False;False;False;False;False;False;12618;35579;619;60;4
6808;1740000;214;2;2;4;145;True;True;False;False;False;False;False;False;38855;35579;185;60;4
6813;1395000;221;4;4;2;98;True;True;False;False;False;True;False;True;12618;35579;296;60;4
6832;838000;133;2;4;1;85;False;True;False;True;False;False;False;True;12618;35579;832;60;4
