id;precio;metros_cuadrados_utiles;numero_baNos;numero_habitaciones;planta;antigUedad;aire_acondicionado_Si;ascensor_Si;piscina_Si;trastero_Si;garaje_Si;balcon_Si;jardin_Si;armarios_Si;poblacion_km2;renta_media_hogar;distancia_centro_Madrid_m;pois_comunitarios;pois_BigBusiness
16531;199500;60;1;3;3;51;True;False;False;False;False;False;False;False;16899;24720;11801;21;0
16716;170000;68;1;3;2;54;False;False;False;False;False;False;False;False;16899;24720;11927;21;0
16722;249000;110;1;4;2;45;True;False;False;True;False;True;False;False;16899;24720;11901;21;0
16786;339900;80;2;3;0;30;False;True;False;False;False;False;False;True;16899;24720;12037;21;0
16874;175000;50;1;2;0;45;False;False;False;False;False;False;False;False;16899;24720;11801;21;0
16923;199500;67;1;3;3;50;True;False;False;False;False;False;False;False;16899;24720;12037;21;0
17148;199500;65;1;3;3;51;True;False;False;False;False;False;False;False;16899;24720;12037;21;0
17191;140000;65;1;3;4;55;False;False;False;False;False;False;False;False;16899;24720;11822;21;0
17342;188000;70;1;3;0;52;False;False;False;False;False;False;False;False;16899;24720;11801;21;0
17424;205000;62;1;2;1;56;True;False;False;False;False;False;False;True;16899;24720;11801;21;0
6653;625000;75;2;2;4;58;True;True;False;False;False;False;False;True;6160;24763;8813;0;0
12076;140000;62;1;2;0;55;True;False;False;True;False;False;False;True;6160;24763;8649;0;0
12117;86300;112;1;3;3;55;False;False;False;False;False;False;False;False;6160;24763;8420;0;0
12129;68400;66;1;3;1;55;False;False;False;False;False;False;False;False;6160;24763;8420;0;0
12181;74000;62;1;3;4;65;False;False;False;False;False;False;False;False;6160;24763;8420;0;0
12237;59000;41;1;3;0;62;False;True;False;False;False;False;False;False;6160;24763;8420;0;0
17487;245000;626;1;6;1;25;False;False;False;False;False;False;False;False;62;24801;45854;1;0
17649;220000;210;3;3;1;25;False;False;False;True;True;True;False;True;62;24801;46185;1;0
17760;1000000;300;2;4;1;25;False;False;True;False;False;False;True;True;62;24801;45711;1;0
17808;1000000;300;2;4;1;25;False;False;True;False;False;False;True;True;62;24801;45711;1;0
17896;170000;93;2;3;2;20;False;True;True;True;True;False;False;True;62;24801;45978;1;0
18372;160000;353;2;6;0;25;False;False;False;True;True;False;True;False;62;24801;45738;1;0
18167;76000;163;2;2;0;16;False;False;False;False;False;False;False;False;134;24805;31170;1;0
18168;76000;163;2;2;0;16;False;False;False;False;False;False;False;False;134;24805;31170;1;0
2673;179990;46;1;2;1;57;False;False;False;False;False;False;False;False;22020;24823;3416;16;0
11386;170500;52;1;3;2;55;False;False;False;False;False;False;False;False;22020;24823;3466;16;0
11387;173000;53;1;3;2;55;False;False;False;False;False;False;False;False;22020;24823;3311;16;0
11392;330000;95;1;3;2;55;True;True;False;False;False;False;False;True;22020;24823;3419;16;0
11438;129000;46;1;1;2;55;False;False;False;False;False;False;False;False;22020;24823;3108;16;0
11443;252000;47;1;2;0;55;True;False;False;False;False;False;False;True;22020;24823;3131;16;0
11449;252000;55;1;2;0;55;True;False;False;False;False;False;False;True;22020;24823;3129;16;0
11455;164000;55;1;2;1;65;False;True;False;False;False;False;False;False;22020;24823;3432;16;0
11457;220000;68;1;3;4;55;True;True;False;False;False;False;False;True;22020;24823;3432;16;0
11467;510000;115;2;3;1;51;True;False;False;True;False;False;False;True;22020;24823;3419;16;0
11485;230000;88;1;2;1;66;False;True;False;False;False;True;False;False;22020;24823;3271;16;0
11507;252000;47;1;2;0;75;True;False;False;False;False;False;False;False;22020;24823;3129;16;0
11509;350000;73;1;3;7;55;True;True;False;True;True;False;False;True;22020;24823;3108;16;0
11512;270000;69;1;2;0;55;False;False;False;False;False;False;False;False;22020;24823;3435;16;0
11518;199900;50;1;2;0;55;False;False;False;False;False;False;False;False;22020;24823;3281;16;0
11519;275000;73;2;3;1;60;False;False;False;True;False;False;False;False;22020;24823;3398;16;0
11525;565000;113;2;4;2;47;True;True;False;False;True;False;False;True;22020;24823;2886;16;0
11527;252000;55;1;2;0;55;False;False;False;False;False;False;False;True;22020;24823;3108;16;0
11546;540000;240;3;5;0;37;True;False;False;True;True;True;False;True;22020;24823;3432;16;0
11548;330000;93;1;3;3;55;True;True;False;False;False;False;False;True;22020;24823;3466;16;0
11561;165000;54;1;2;4;65;True;False;False;False;False;False;False;False;22020;24823;3472;16;0
11563;245000;74;1;3;0;55;False;True;False;False;False;False;False;False;22020;24823;3432;16;0
11567;199000;55;1;3;0;75;False;False;False;False;False;False;False;False;22020;24823;2924;16;0
11586;252000;55;1;2;0;75;False;False;False;False;False;False;False;True;22020;24823;3129;16;0
11601;270000;56;1;3;1;75;True;False;False;False;False;True;False;False;22020;24823;3131;16;0
17535;550000;300;3;5;0;65;False;False;False;False;False;False;True;True;50;24847;39341;3;0
17683;109000;125;1;2;1;125;True;False;False;False;False;False;False;True;50;24847;39284;3;0
18021;495000;227;3;3;0;2;False;False;True;True;False;True;True;True;50;24847;39284;3;0
18299;125000;133;1;3;1;125;False;False;False;True;False;False;False;False;50;24847;39284;3;0
9527;145000;92;2;3;0;55;False;False;False;True;False;False;False;False;9316;24892;3804;7;0
9570;160000;47;1;2;1;55;True;False;False;False;False;False;False;False;9316;24892;3921;7;0
9648;140000;40;1;2;0;55;False;True;False;False;False;False;False;False;9316;24892;3649;7;0
9657;159000;42;1;2;0;105;False;False;False;False;False;False;False;False;9316;24892;3877;7;0
9720;155000;47;1;3;2;90;True;False;False;False;False;False;False;False;9316;24892;3923;7;0
9763;170000;47;1;3;2;55;True;False;False;False;False;False;False;False;9316;24892;3923;7;0
9826;315000;64;1;1;2;21;True;False;False;True;False;False;False;True;9316;24892;3923;7;0
9830;237000;100;1;2;1;19;True;True;False;True;False;False;False;True;9316;24892;3614;7;0
9858;435000;61;1;2;3;0;False;True;True;False;True;False;False;False;9316;24892;3649;7;0
9859;445000;51;1;2;3;0;False;True;True;False;True;False;False;False;9316;24892;3649;7;0
9907;135000;41;1;1;1;55;False;False;False;False;False;False;False;False;9316;24892;3786;7;0
9967;215000;72;1;4;0;55;False;False;False;False;False;False;False;False;9316;24892;3945;7;0
9976;360000;102;1;2;3;3;True;True;False;True;False;False;False;True;9316;24892;3923;7;0
11499;319000;100;2;3;4;39;True;True;False;False;False;False;False;True;9316;24892;3776;7;0
14405;145000;98;2;3;0;60;False;False;False;False;False;False;False;False;5;24920;72903;1;0
14670;239000;211;1;3;1;58;False;False;False;True;False;False;True;False;5;24920;72997;0;0
11577;129000;80;2;3;2;37;False;True;False;False;False;True;False;False;12992;24927;5165;5;0
11807;426700;68;2;3;5;0;False;True;True;True;True;False;False;False;5075;24955;7150;1;0
11809;357300;56;2;2;5;0;False;True;True;True;True;False;False;False;5075;24955;7150;1;0
1596;350000;93;2;2;0;69;True;True;True;True;True;False;False;True;85;24970;53668;2;0
18979;550000;513;3;6;1;125;True;False;False;True;False;False;False;True;85;24970;53391;2;0
14708;169000;50;1;1;0;19;False;False;False;False;False;False;False;False;59;24980;40224;4;0
14764;259900;101;2;3;2;0;False;True;True;True;True;False;True;False;104;24980;41268;0;0
14766;260900;137;2;3;1;0;False;True;True;True;True;False;False;False;104;24980;41268;0;0
14767;267900;93;2;3;2;0;False;True;True;True;True;False;False;False;104;24980;41268;0;0
14774;267900;155;2;3;1;0;False;True;True;True;True;False;True;False;104;24980;41268;0;0
14802;261900;91;2;3;2;0;False;True;True;True;True;False;True;False;104;24980;41268;0;0
18620;227000;155;3;4;0;38;True;False;False;True;True;True;False;True;74;24985;58599;2;0
18789;189000;150;1;3;0;38;False;False;False;True;False;False;False;False;74;24985;58678;2;0
15807;149999;68;1;3;4;37;False;False;False;False;False;False;False;False;22148;24995;12751;13;0
15904;215000;60;1;3;4;57;True;True;False;False;False;False;False;True;22148;24995;12797;13;0
17187;250000;62;1;1;4;17;True;True;False;False;False;False;False;True;22148;24995;12451;13;0
4778;300000;111;2;2;3;54;False;False;False;True;False;False;False;True;25266;25002;4812;21;0
4802;144000;43;1;2;4;57;False;False;False;False;False;False;False;False;25266;25002;4527;21;0
4876;320000;77;1;3;2;54;False;True;False;False;False;False;False;False;25266;25002;4288;21;0
4879;409000;87;1;3;2;70;False;True;False;False;False;False;False;False;25266;25002;4392;21;0
4880;345000;71;2;2;3;54;True;True;False;False;False;False;False;False;25266;25002;4392;21;0
4886;280000;98;1;4;1;53;False;True;False;False;False;False;False;True;19021;25002;4885;21;0
4887;160000;68;1;3;0;54;True;True;False;False;False;False;False;False;25266;25002;4458;21;0
4889;108000;73;1;2;0;54;False;False;False;False;False;False;False;False;25266;25002;4392;21;0
4896;265000;74;1;3;1;60;True;True;False;True;False;False;False;True;25266;25002;4288;21;0
4921;290000;65;1;3;4;59;True;False;False;False;False;False;False;True;25266;25002;4392;21;0
4948;380000;101;2;3;3;58;True;True;False;True;False;False;False;True;25266;25002;4392;21;0
4958;161000;106;2;4;3;50;True;True;False;False;False;False;False;True;25266;25002;4400;21;0
4967;162000;85;1;3;3;57;False;False;False;False;False;False;False;False;25266;25002;4458;21;0
4990;255000;71;1;2;3;51;False;True;False;False;False;False;False;True;25266;25002;4427;21;0
4999;193000;53;1;2;2;58;True;True;False;False;False;False;False;True;25266;25002;4418;21;0
5022;295000;70;1;3;4;43;False;False;False;False;False;False;False;True;25266;25002;4392;21;0
5025;209000;65;1;3;4;58;True;False;False;False;False;False;False;False;25266;25002;4069;21;0
5069;155000;46;1;2;4;54;False;False;False;False;False;False;False;True;25266;25002;4288;21;0
5127;189000;66;1;3;1;62;False;False;False;False;False;False;False;True;25266;25002;4069;21;0
5132;249990;86;1;3;1;57;False;False;False;False;False;False;False;False;25266;25002;4617;21;0
5137;188000;63;1;1;1;33;False;True;False;False;False;False;False;True;25266;25002;4400;21;0
5140;280000;74;1;2;4;54;True;True;False;False;False;False;False;False;25266;25002;4400;21;0
5151;169000;40;1;1;3;54;True;False;False;False;False;False;False;False;25266;25002;4418;21;0
5166;146990;72;1;2;2;74;False;True;False;False;False;False;False;False;25266;25002;4392;21;0
5174;160000;60;1;2;2;60;True;False;False;False;False;True;False;True;25266;25002;4264;21;0
5185;192000;67;1;3;1;54;False;False;False;False;False;False;False;True;25266;25002;4069;21;0
5191;349000;98;2;3;3;64;True;True;False;False;False;False;False;False;25266;25002;4288;21;0
5207;259000;45;1;2;1;61;False;False;False;False;False;False;False;False;25266;25002;4288;21;0
5209;159500;61;1;1;0;60;False;False;False;False;False;False;False;False;25266;25002;4187;21;0
5212;265000;114;2;3;2;76;False;True;False;False;False;True;False;True;25266;25002;4392;21;0
5217;290000;75;1;3;4;59;False;False;False;False;False;False;False;False;25266;25002;4392;21;0
5226;290000;70;1;3;4;59;True;False;False;False;False;True;False;True;25266;25002;4392;21;0
5227;270000;57;1;2;3;54;True;False;False;False;False;False;False;False;25266;25002;4392;21;0
5238;599000;337;6;6;0;40;True;False;False;True;True;False;False;True;25266;25002;4401;21;0
5245;329900;98;2;3;3;25;True;True;False;True;False;False;False;True;25266;25002;4418;21;0
5255;259000;77;1;3;4;64;False;False;False;False;False;True;False;False;25266;25002;4388;21;0
5256;325000;96;1;4;1;52;False;False;False;False;False;False;False;False;25266;25002;4427;21;0
5260;195000;56;1;1;0;5;True;True;False;True;False;False;False;False;25266;25002;4427;21;0
8595;185000;65;1;2;1;53;False;False;False;False;False;False;False;True;19021;25002;4518;21;0
8773;185000;66;1;2;3;54;False;False;False;False;False;False;False;False;25266;25002;4427;21;0
8821;220000;58;1;3;0;65;True;False;False;False;False;False;False;False;25266;25002;4069;21;0
17474;155000;384;1;5;1;26;False;False;False;True;True;False;False;False;134;25008;30938;6;0
17565;370000;508;4;6;1;40;True;False;False;True;True;False;True;False;134;25008;30893;6;0
17595;219000;120;1;3;0;26;True;False;False;True;False;False;False;False;134;25008;31099;6;0
17658;350000;300;2;7;2;26;True;False;False;True;False;False;False;True;134;25008;30763;6;0
17688;480000;296;3;6;2;23;False;False;False;False;True;True;False;False;134;25008;31070;6;0
17729;95000;108;1;1;1;26;False;False;False;False;False;False;False;False;134;25008;30900;6;0
17953;155000;73;2;2;1;16;False;False;False;True;False;False;False;True;134;25008;30893;6;0
17973;81000;120;2;3;0;26;False;False;False;False;False;False;False;False;134;25008;30812;6;0
18101;204990;206;2;2;2;23;True;False;False;True;False;True;True;True;134;25008;30759;6;0
18185;234000;132;3;2;0;1;False;False;False;False;False;True;False;False;134;25008;30747;6;0
18296;136000;66;1;3;0;75;False;False;False;False;False;False;True;False;134;25008;30893;6;0
18318;307000;254;2;3;0;35;True;False;True;True;True;False;True;True;134;25008;30893;6;0
18387;117000;60;1;2;2;23;False;False;False;False;False;False;False;True;134;25008;30682;6;0
18423;243000;136;2;1;1;1;False;False;False;False;False;False;False;False;134;25008;30780;6;0
18432;350000;250;3;6;0;26;True;False;True;True;True;True;True;True;134;25008;31070;6;0
6710;450000;50;1;2;3;125;True;False;False;False;False;False;False;True;64;25034;41118;1;0
17434;260000;309;2;3;1;34;True;False;False;False;True;False;True;True;64;25034;41983;0;0
17641;281600;361;4;5;0;41;False;False;False;False;False;False;False;False;64;25034;42594;0;0
17752;420000;260;4;4;2;33;True;False;True;True;True;True;True;True;64;25034;42394;0;0
17856;150000;100;3;3;1;41;False;False;True;False;True;False;True;False;64;25034;42526;0;0
17911;216500;244;2;3;0;42;False;False;False;False;False;False;False;False;64;25034;41103;0;0
17915;169000;181;1;4;1;45;False;False;True;True;False;False;True;True;64;25034;41831;0;0
17928;240000;152;2;3;1;18;True;False;False;False;True;False;True;True;64;25034;42394;0;0
17934;325000;466;2;3;2;41;True;False;False;True;True;False;False;True;64;25034;42054;0;0
17950;119000;159;2;3;0;41;False;False;False;False;False;False;False;False;64;25034;41489;0;0
18002;210000;142;2;3;0;19;True;False;False;True;True;False;True;True;64;25034;42152;0;0
18039;250000;150;2;3;1;25;False;False;True;False;True;False;True;True;64;25034;42235;0;0
18057;225000;280;2;3;0;10;True;False;True;True;True;True;True;True;64;25034;42332;0;0
18069;119000;150;2;3;1;41;False;False;False;True;True;False;True;False;64;25034;41503;0;0
18072;295000;336;2;3;0;40;True;False;False;True;False;False;True;True;64;25034;40892;1;0
18100;187000;315;2;4;0;34;False;False;True;False;True;False;True;False;64;25034;41877;0;0
18156;153000;130;2;3;0;41;False;False;False;False;False;False;False;False;64;25034;42104;0;0
18157;252000;330;4;5;0;41;False;False;True;True;True;False;True;True;64;25034;41348;0;0
18211;195000;76;1;2;1;0;False;False;False;False;False;False;False;False;64;25034;42028;0;0
18237;187000;268;2;4;1;34;False;False;True;False;False;False;False;False;64;25034;41877;0;0
18254;210000;160;1;4;0;34;False;False;True;True;False;True;True;False;64;25034;41911;0;0
18302;175000;154;2;3;0;33;False;False;True;True;False;False;True;True;64;25034;42471;0;0
18378;89900;85;2;3;1;55;False;False;False;False;False;False;False;False;64;25034;43471;0;0
18443;187000;144;2;4;1;22;False;False;True;True;True;False;True;True;64;25034;41877;0;0
18457;360000;240;3;4;0;20;True;False;True;True;False;False;True;True;64;25034;42471;0;0
18472;190000;160;2;3;1;45;False;False;True;False;True;False;True;True;64;25034;41177;0;0
18473;187000;359;2;4;2;34;False;False;True;True;True;True;True;True;64;25034;41866;0;0
17464;95000;50;1;1;2;51;False;False;False;True;False;False;False;True;69;25056;36416;5;0
17466;149000;193;1;3;0;18;False;False;False;False;False;False;False;False;69;25056;36649;5;0
17900;120000;201;1;5;1;125;False;False;False;True;True;False;False;False;69;25056;36566;5;0
17908;141000;72;1;1;1;17;False;False;False;False;True;True;False;True;69;25056;36765;0;0
17935;175000;51;1;2;0;65;False;False;False;False;False;False;True;True;69;25056;36922;5;0
17992;145000;145;1;4;1;43;False;False;False;False;False;True;False;False;69;25056;36510;5;0
18017;175000;240;1;5;1;48;False;False;False;False;False;False;False;False;69;25056;36500;0;0
18061;663000;520;3;6;0;49;False;False;True;True;True;False;True;False;69;25056;36500;0;0
18095;145000;106;1;3;2;30;True;False;False;False;False;False;False;True;69;25056;36729;5;0
9505;180000;49;1;3;3;50;False;False;False;False;False;False;False;False;24258;25078;4046;22;0
9534;144990;60;1;2;0;50;False;False;False;False;False;False;False;False;24258;25078;4187;22;0
9540;99000;49;1;2;2;63;False;True;False;False;False;False;False;False;24258;25078;4187;22;0
9544;305000;75;1;2;0;16;False;False;False;False;False;False;False;False;24258;25078;3831;22;0
9605;161600;87;1;2;2;50;False;False;False;False;False;False;False;False;24258;25078;3811;22;0
9632;160000;57;1;2;1;50;False;True;False;False;False;False;False;False;24258;25078;4101;22;0
9658;124000;72;1;2;1;50;False;False;False;False;False;False;False;False;24258;25078;3849;22;0
9659;219000;59;1;2;2;50;True;False;False;False;False;False;False;False;24258;25078;3623;22;0
9685;149000;45;1;1;0;16;False;True;False;False;False;False;False;True;24258;25078;3848;22;0
9707;225000;89;1;2;1;40;False;True;False;False;False;False;False;False;24258;25078;4225;22;0
9727;165000;65;1;3;4;85;True;False;False;False;False;False;False;False;24258;25078;3791;22;0
9735;450000;105;1;1;1;85;True;True;False;False;False;False;False;True;24258;25078;3776;22;0
9743;149000;45;1;1;0;50;False;True;False;False;False;False;False;False;24258;25078;3848;22;0
9797;176000;46;1;1;0;18;False;True;False;False;False;False;False;True;24258;25078;4187;22;0
9798;219000;55;1;4;3;50;False;False;False;False;False;True;False;False;24258;25078;4058;22;0
9801;350000;100;2;3;2;30;True;True;False;True;False;True;False;True;24258;25078;3949;22;0
9802;315000;100;1;1;3;30;True;True;False;True;False;False;False;True;24258;25078;3949;22;0
9809;155000;56;1;2;0;65;True;True;False;False;False;False;False;True;24258;25078;4342;22;0
9814;124000;62;1;3;1;55;False;False;False;False;False;False;False;False;24258;25078;3820;22;0
9819;159000;45;1;2;1;105;False;True;False;False;False;False;False;False;24258;25078;3623;22;0
9827;190000;42;1;1;0;28;True;True;False;False;False;False;False;True;24258;25078;3949;22;0
9853;260000;80;2;3;2;50;False;True;False;False;False;False;False;False;24258;25078;4187;22;0
9864;500000;102;2;4;0;105;True;False;False;False;False;True;False;False;24258;25078;3872;22;0
9920;218000;52;1;1;3;50;True;True;False;True;False;False;False;False;24258;25078;3831;22;0
9942;199990;62;1;2;1;75;True;False;False;False;False;False;False;True;24258;25078;3949;22;0
9943;170000;90;1;2;1;50;True;False;False;True;False;False;False;True;24258;25078;4160;22;0
9945;250000;46;1;1;2;55;True;True;False;False;False;False;False;False;24258;25078;3952;22;0
9951;178000;131;2;3;6;40;True;True;False;False;True;False;False;True;24258;25078;4245;22;0
9953;149000;45;1;1;0;16;False;True;False;False;False;False;False;False;24258;25078;3848;22;0
9956;249900;63;1;2;1;55;True;False;False;False;False;True;False;True;24258;25078;3827;22;0
9968;155000;56;1;2;0;65;False;True;False;False;False;False;False;False;24258;25078;4342;22;0
10128;590000;116;2;1;0;63;False;True;False;False;False;False;False;True;29733;25078;3381;22;0
10166;189990;45;1;2;0;58;False;False;False;False;False;False;False;True;29733;25078;3482;22;0
10343;730000;116;2;3;1;63;False;True;False;False;False;False;False;True;29733;25078;3381;22;0
10399;460000;66;1;2;2;66;True;True;False;False;False;True;False;True;29733;25078;3482;22;0
10418;740000;116;2;3;2;63;False;True;False;False;False;False;False;True;29733;25078;3381;22;0
14239;420000;511;6;9;0;43;False;False;False;True;True;False;True;True;8;25153;63953;3;0
1180;42000;100;1;3;4;37;False;True;False;False;False;False;False;True;4132;25244;18872;9;0
1300;165000;92;1;3;2;37;True;True;False;False;False;False;False;True;4132;25244;19019;9;0
1558;145000;95;2;3;2;46;False;False;False;False;False;False;False;False;4132;25244;18769;9;0
1732;174900;68;1;3;3;53;True;False;False;False;False;False;False;True;4132;25244;19199;9;0
7133;360000;48;1;2;2;85;True;False;False;False;False;True;False;True;4132;25244;19329;9;0
9537;320000;95;2;3;4;41;True;True;False;False;False;False;False;True;24258;25244;6354;7;0
9898;229000;100;2;3;1;46;False;True;False;False;False;False;False;True;24258;25244;6354;7;0
9963;159000;78;1;2;5;41;False;True;False;False;False;False;False;False;24258;25244;6354;7;0
17548;280000;110;1;3;0;22;True;False;False;False;False;False;False;False;184;25302;25328;1;0
17781;450000;328;2;4;0;25;True;False;True;True;True;False;True;True;184;25302;25637;1;0
17929;420000;200;3;5;0;21;True;False;True;True;True;False;True;True;184;25302;25481;1;0
18122;420000;200;3;5;0;25;True;False;True;False;True;False;True;True;184;25302;25481;1;0
18346;110000;59;1;2;3;52;False;False;False;False;False;False;False;False;184;25302;25719;1;0
18399;145000;70;2;3;1;43;False;False;False;False;False;False;False;False;184;25302;25719;1;0
18534;299000;200;2;3;0;4;True;False;True;True;True;False;True;True;85;25316;57119;0;0
18589;370000;150;2;3;0;19;False;False;False;True;True;False;True;True;85;25316;57251;0;0
18595;239000;160;3;4;0;50;True;False;True;True;True;True;True;True;85;25316;57364;0;0
18617;390000;207;3;5;2;39;True;False;True;True;True;True;True;True;85;25316;57481;0;0
18683;225000;156;2;3;1;32;True;False;True;True;True;True;True;True;85;25316;57072;0;0
18688;315000;260;3;6;0;39;True;False;True;True;True;False;True;True;85;25316;56614;2;0
18751;210000;280;1;3;0;43;True;False;False;True;True;True;True;True;85;25316;57284;0;0
18755;199000;75;1;3;1;50;True;False;True;True;True;False;True;False;85;25316;57184;0;0
18779;365000;212;3;5;0;38;True;False;True;True;True;True;True;True;85;25316;56837;0;0
18790;320000;358;3;5;1;32;False;False;True;True;True;True;True;True;85;25316;57573;0;0
18802;141000;161;2;4;0;38;False;False;False;False;False;False;False;False;85;25316;56952;0;0
18832;198000;240;3;4;2;26;False;False;True;True;True;False;True;False;85;25316;57655;0;0
18855;121900;173;2;3;0;43;False;False;False;False;False;False;False;False;85;25316;57349;0;0
18920;290000;240;3;4;1;22;True;False;True;True;True;False;True;True;85;25316;56980;0;0
18934;285000;180;3;6;0;32;False;False;True;True;True;False;True;True;85;25316;57211;0;0
18970;246000;160;3;4;0;43;True;False;True;True;True;False;True;True;85;25316;57416;0;0
18990;141000;162;2;4;1;45;False;False;True;True;True;False;True;False;85;25316;56952;0;0
18991;169000;100;1;3;1;38;True;False;False;True;True;False;True;False;85;25316;56996;0;0
19201;365000;210;3;5;2;23;True;False;True;True;True;False;True;True;85;25316;56853;0;0
19260;246000;170;3;4;2;50;True;False;True;True;True;True;True;True;85;25316;57333;0;0
19361;320000;359;2;4;1;38;False;False;True;True;True;False;True;True;85;25316;57533;0;0
19364;320000;300;2;4;1;48;False;False;True;True;True;False;True;True;85;25316;57530;0;0
16430;194900;82;1;3;6;45;True;True;False;True;False;False;False;True;3868;25340;16220;1;0
16457;195000;78;1;3;4;38;False;True;False;True;False;False;False;True;3868;25340;16220;1;0
16509;189500;80;1;3;2;45;False;True;True;True;False;False;False;True;3868;25340;16066;1;0
16784;245000;98;2;4;5;45;True;True;True;True;False;False;False;True;3868;25340;16220;1;0
17175;225000;85;1;3;6;38;True;True;False;False;False;False;False;True;3868;25340;16220;1;0
15893;165000;70;1;3;4;41;False;False;False;False;False;False;False;False;33263;25341;10519;19;0
16021;210000;55;1;2;3;59;False;False;False;False;False;False;False;False;33263;25341;10532;19;0
16139;270940;87;2;4;0;41;False;True;False;False;False;False;False;True;33263;25341;10765;19;0
16170;153000;70;1;2;4;52;True;False;False;False;False;False;False;False;33263;25341;10479;19;0
16344;270940;87;2;4;0;23;False;False;False;True;False;False;False;True;33263;25341;10765;19;0
16476;185000;67;1;2;1;53;True;True;False;False;False;False;False;False;29994;25341;10944;19;0
16510;270940;108;2;4;0;23;False;True;False;True;False;False;False;True;33263;25341;10765;19;0
16947;165000;84;1;2;3;50;True;True;False;False;False;False;False;True;33263;25341;10288;19;0
17029;100000;60;1;3;4;52;False;False;False;False;False;True;False;False;33263;25341;10407;19;0
17045;270940;201;2;4;0;23;False;True;False;False;False;False;False;True;33263;25341;10765;19;0
2055;190000;75;1;3;0;25;False;True;False;False;False;False;False;False;4132;25382;19018;2;0
14310;126000;120;1;3;1;45;False;False;False;False;True;False;False;True;13;25393;57447;3;0
14403;126000;120;1;3;2;45;False;False;False;False;True;False;False;True;13;25393;57447;3;0
17681;241500;91;1;3;1;16;False;False;False;True;False;False;False;False;697;25397;24882;0;0
17692;235000;91;1;3;2;16;False;False;False;True;True;False;False;False;697;25397;25070;0;0
17696;233800;91;1;3;3;16;False;False;False;True;True;False;False;False;697;25397;25070;0;0
17699;233500;91;1;3;2;16;False;False;False;True;True;False;False;False;697;25397;25070;0;0
17700;237500;91;1;3;3;16;False;False;False;False;False;False;False;False;697;25397;25070;0;0
17702;216500;81;1;2;1;16;False;False;False;True;False;False;False;False;697;25397;25070;0;0
17947;182900;75;1;2;0;16;False;True;False;True;True;False;False;True;697;25397;24882;0;0
17951;334900;90;2;3;3;21;True;True;True;True;True;False;False;True;697;25397;25034;0;0
17996;232000;122;2;3;1;16;False;True;False;True;False;False;False;True;697;25397;24882;0;0
18414;188900;87;1;2;1;16;False;True;False;True;False;False;False;True;697;25397;25070;0;0
18438;319900;96;2;3;3;6;True;True;True;True;True;False;False;True;697;25397;25070;0;0
18585;480000;280;3;4;0;13;False;False;False;True;True;False;True;False;74;25421;54943;0;0
18642;950000;500;4;7;0;29;True;False;True;True;True;True;True;True;74;25421;55324;0;0
18769;820000;290;5;5;0;9;True;False;True;True;True;True;True;False;74;25421;55026;0;0
18515;60000;45;1;0;1;41;False;False;True;False;False;False;False;False;74;25427;56691;0;0
18516;60000;42;1;0;2;38;False;False;False;True;False;False;False;False;74;25427;56678;0;0
18569;200000;63;2;1;1;1;True;False;False;True;True;False;True;False;74;25427;56818;0;0
18590;110000;78;1;3;1;45;False;False;False;True;False;False;False;True;74;25427;56691;0;0
18603;108000;70;1;2;3;41;False;False;False;False;False;False;False;True;74;25427;56692;0;0
18607;80000;65;1;3;3;30;False;False;False;True;False;False;False;False;74;25427;57216;0;0
18638;72000;50;1;1;1;35;False;False;False;False;False;True;False;True;74;25427;57568;0;0
18643;300000;275;3;4;0;22;False;False;False;False;False;False;False;False;74;25427;57216;0;0
18689;315000;252;3;5;0;18;False;False;False;False;False;False;False;False;74;25427;57216;0;0
18747;300000;275;3;4;2;30;False;False;False;True;True;True;True;True;74;25427;57216;0;0
18791;70000;50;1;1;3;35;False;False;False;False;False;False;False;True;74;25427;57585;0;0
18807;71500;58;2;2;1;48;False;False;False;True;False;False;False;True;74;25427;55900;0;0
18843;75000;76;1;2;3;35;False;False;False;True;False;False;False;True;74;25427;57431;0;0
18870;72000;45;1;1;3;30;False;False;False;False;False;False;False;True;74;25427;57216;0;0
18932;640000;439;4;7;0;40;False;False;True;True;True;True;True;True;74;25427;57295;0;0
18965;377000;254;3;3;0;15;True;False;True;True;True;True;True;True;74;25427;57295;0;0
18968;445000;286;3;4;0;35;True;False;False;True;True;True;True;True;74;25427;57568;0;0
19052;249950;240;3;6;1;1;True;False;True;True;True;True;True;True;74;25427;54629;0;0
19069;130000;75;1;3;1;30;False;False;False;False;False;False;False;True;74;25427;57216;0;0
17481;100000;141;1;4;1;26;False;False;False;True;False;False;True;False;62;25497;51053;0;0
12082;179900;50;1;2;3;44;True;False;False;False;False;False;False;True;12992;25513;7273;16;0
12164;117000;48;1;1;2;44;False;False;False;False;False;False;False;False;12992;25513;7281;16;0
12189;72250;61;1;2;5;53;False;True;False;False;False;False;False;False;6160;25513;7554;16;0
12206;195000;114;1;1;0;60;False;False;False;False;False;False;False;False;6160;25513;7608;16;0
12217;210000;90;1;3;2;44;True;True;False;False;False;False;False;True;12992;25513;7331;16;0
12365;195000;60;1;2;3;44;False;False;False;False;False;False;False;True;12992;25513;7459;16;0
12377;219900;70;1;3;3;48;True;True;False;False;False;True;False;False;12992;25513;7331;16;0
12379;265000;101;1;3;5;44;True;True;False;False;False;False;False;False;12992;25513;7331;16;0
