id;latitud;longitud;distancia_metros_sol
1;40,43276288;-3,701040333;1771,62
2;40,4388709;-3,6934291;2583,67
3;40,44707075;-3,703195999;3350,18
4;40,4336632;-3,6942857;2016,98
5;40,42315928;-3,718206567;1422,21
6;40,4336632;-3,6942857;2016,98
7;40,4347638;-3,7083155;2022,67
8;40,43277095;-3,701034132;1772,57
9;40,4336632;-3,6942857;2016,98
10;40,42315928;-3,718206567;1422,21
11;40,43296355;-3,691283008;2060,85
12;40,4349358;-3,7147092;2213,43
13;40,43852501;-3,701437129;2406,31
14;40,4336632;-3,6942857;2016,98
15;40,43630188;-3,711186847;2248,22
16;40,42315928;-3,718206567;1422,21
17;40,43243409;-3,693364755;1925,28
18;40,42315928;-3,718206567;1422,21
19;40,43050399;-3,690767176;1854,71
20;40,4336632;-3,6942857;2016,98
21;40,42640189;-3,69331608;1361,24
22;40,42883904;-3,69283545;1602,63
23;40,4288171;-3,6920625;1638,49
24;40,4330613;-3,7010182;1804,79
25;40,43175953;-3,712333175;1808,42
26;40,4336632;-3,6942857;2016,98
27;40,4336632;-3,6942857;2016,98
28;40,43050399;-3,690767176;1854,71
29;40,43945381;-3,696142952;2579,89
30;40,4331414;-3,6981508;1857,73
31;40,4330613;-3,7010182;1804,79
32;40,42315928;-3,718206567;1422,21
33;40,4336632;-3,6942857;2016,98
34;40,4327091;-3,696121397;1861,74
35;40,42981171;-3,623382805;6933,22
36;40,4431893;-3,7108233;2983,14
37;40,4359994;-3,7052328;2123,91
38;40,42315928;-3,718206567;1422,21
39;40,4336632;-3,6942857;2016,98
40;40,4336632;-3,6942857;2016,98
41;40,4288171;-3,6920625;1638,49
42;40,4349358;-3,7147092;2213,43
43;40,42315928;-3,718206567;1422,21
44;40,43276288;-3,701040333;1771,62
45;40,44623324;-3,693511674;3365,38
46;40,43309965;-3,715950006;2081,81
47;40,4336632;-3,6942857;2016,98
48;40,4364524;-3,6963197;2253,44
49;40,42315928;-3,718206567;1422,21
50;40,4351123;-3,705672239;2028,51
51;40,42941469;-3,69866161;1446,59
52;40,4305398;-3,7056806;1522,88
53;40,4336632;-3,6942857;2016,98
54;40,4376551;-3,713123775;2442,23
55;40,43666974;-3,696328664;2276,51
56;40,43649952;-3,700937885;2185,59
57;40,43666974;-3,696328664;2276,51
58;40,43243409;-3,693364755;1925,28
59;40,44660365;-3,692189199;3434,82
60;40,4461072;-3,6909899;3412,04
61;40,42315928;-3,718206567;1422,21
62;40,4336632;-3,6942857;2016,98
63;40,43538515;-3,713144204;2206,44
64;40,44623324;-3,693511674;3365,38
65;40,44600117;-3,713494044;3339,5
66;40,43665205;-3,696417971;2272,6
67;40,43542954;-3,714333004;2250,04
68;40,43277095;-3,701034132;1772,57
69;40,44660365;-3,692189199;3434,82
70;40,42315928;-3,718206567;1422,21
71;40,43304104;-3,699581983;1820,87
72;40,4336632;-3,6942857;2016,98
73;40,4334731;-3,69213965;2075,37
74;40,4336632;-3,6942857;2016,98
75;40,42315928;-3,718206567;1422,21
76;40,4368575;-3,701605;2220,35
77;40,4368575;-3,701605;2220,35
78;40,4368575;-3,701605;2220,35
79;40,4347638;-3,7083155;2022,67
80;40,4389621;-3,705302;2453,04
81;40,4334359;-3,7024953;1836
82;40,4336632;-3,6942857;2016,98
83;40,43168103;-3,702101257;1643,22
84;40,43624068;-3,710118446;2217,22
85;40,4375959;-3,7104879;2370,95
86;40,4336632;-3,6942857;2016,98
87;40,43485649;-3,703643221;1991,92
88;40,43276288;-3,701040333;1771,62
89;40,4293019;-3,7031526;1374,62
90;40,42315928;-3,718206567;1422,21
91;40,4331314;-3,6969593;1883,9
92;40,42315928;-3,718206567;1422,21
93;40,43484947;-3,715516139;2234,94
94;40,4445857;-3,703224921;3073,84
95;40,4368575;-3,701605;2220,35
96;40,4349358;-3,7147092;2213,43
97;40,43276288;-3,701040333;1771,62
98;40,42315928;-3,718206567;1422,21
99;40,43907795;-3,715083375;2648,65
100;40,4280227;-3,6955996;1402,8
101;40,4330613;-3,7010182;1804,79
102;40,4337331;-3,690383242;2173,23
103;40,4302235;-3,6964522;1593,46
104;40,42315928;-3,718206567;1422,21
105;40,4330613;-3,7010182;1804,79
106;40,42315928;-3,718206567;1422,21
107;40,4347638;-3,7083155;2022,67
108;40,42315928;-3,718206567;1422,21
109;40,4292388;-3,70393449;1367,68
110;40,44300322;-3,698522239;2928,54
111;40,42971685;-3,69906178;1469,77
112;40,42315928;-3,718206567;1422,21
113;40,4347638;-3,7083155;2022,67
114;40,4461072;-3,6909899;3412,04
115;40,4292388;-3,70393449;1367,68
116;40,4268284;-3,6937173;1377,48
117;40,42935418;-3,700595374;1402,16
118;40,42315928;-3,718206567;1422,21
119;40,4310262;-3,701144988;1578,89
120;40,4347638;-3,7083155;2022,67
121;40,4431893;-3,7108233;2983,14
122;40,43551899;-3,716623365;2344,36
123;40,4336632;-3,6942857;2016,98
124;40,4336632;-3,6942857;2016,98
125;40,43070484;-3,69480057;1699,11
126;40,42315928;-3,718206567;1422,21
127;40,4339302;-3,694919284;2024,47
128;40,4339302;-3,694919284;2024,47
129;40,42315928;-3,718206567;1422,21
130;40,46249107;-3,682314368;5373,39
131;40,44024116;-3,701005923;2599,4
132;40,4326248;-3,708794589;1799,91
133;40,4327091;-3,696121397;1861,74
134;40,42315928;-3,718206567;1422,21
135;40,44041345;-3,6966524;2673,83
136;40,4336632;-3,6942857;2016,98
137;40,43542954;-3,714333004;2250,04
138;40,4310262;-3,701144988;1578,89
139;40,43276288;-3,701040333;1771,62
140;40,42315928;-3,718206567;1422,21
141;40,4336632;-3,6942857;2016,98
142;40,439479;-3,7079031;2533,16
143;40,43551899;-3,716623365;2344,36
144;40,43852501;-3,701437129;2406,31
145;40,4292388;-3,70393449;1367,68
146;40,43243409;-3,693364755;1925,28
147;40,4363315;-3,7026306;2157,24
148;40,43243409;-3,693364755;1925,28
149;40,42941469;-3,69866161;1446,59
150;40,44660365;-3,692189199;3434,82
151;40,4336632;-3,6942857;2016,98
152;40,43624068;-3,710118446;2217,22
153;40,43575273;-3,698605805;2132,59
154;40,44499978;-3,709112057;3155,43
155;40,4330613;-3,7010182;1804,79
156;40,4431893;-3,7108233;2983,14
157;40,4389621;-3,705302;2453,04
158;40,44247501;-3,69900861;2864,65
159;40,44112726;-3,6960617;2762,36
160;40,42315928;-3,718206567;1422,21
161;40,43168103;-3,702101257;1643,22
162;40,44009364;-3,706433925;2586
163;40,4292388;-3,70393449;1367,68
164;40,43274127;-3,711624666;1885,78
165;40,44009364;-3,706433925;2586
166;40,44247501;-3,69900861;2864,65
167;40,44830297;-3,705209943;3490
168;40,43274127;-3,711624666;1885,78
169;40,4292388;-3,70393449;1367,68
170;40,44024116;-3,701005923;2599,4
171;40,43397766;-3,693557197;2073,57
172;40,43577165;-3,704948857;2097,13
173;40,44499978;-3,709112057;3155,43
174;40,4376551;-3,713123775;2442,23
175;40,4386397;-3,7081597;2444,27
176;40,43945381;-3,696142952;2579,89
177;40,43876862;-3,707343161;2448,34
178;40,44499978;-3,709112057;3155,43
179;40,43243409;-3,693364755;1925,28
180;40,4361882;-3,7076218;2167,91
181;40,44458045;-3,701361941;3078,6
182;40,4363621;-3,6991715;2190,52
183;40,43050399;-3,690767176;1854,71
184;40,43339955;-3,714314051;2045,17
185;40,43624068;-3,710118446;2217,22
186;40,4336632;-3,6942857;2016,98
187;40,4336632;-3,6942857;2016,98
188;40,4336632;-3,6942857;2016,98
189;40,4336632;-3,6942857;2016,98
190;40,42315928;-3,718206567;1422,21
191;40,44009364;-3,706433925;2586
192;40,4330613;-3,7010182;1804,79
193;40,4336632;-3,6942857;2016,98
194;40,42315928;-3,718206567;1422,21
195;40,42315928;-3,718206567;1422,21
196;40,44429798;-3,700534517;3052,25
197;40,4336632;-3,6942857;2016,98
198;40,4310262;-3,701144988;1578,89
199;40,4388179;-3,6961424;2511,35
200;40,42889333;-3,694348456;1539,18
201;40,4431893;-3,7108233;2983,14
202;40,42315928;-3,718206567;1422,21
203;40,434998;-3,7047127;2010,15
204;40,43852501;-3,701437129;2406,31
205;40,42315928;-3,718206567;1422,21
206;40,4363553;-3,7108614;2246,13
207;40,4330613;-3,7010182;1804,79
208;40,43665205;-3,696417971;2272,6
209;40,43626351;-3,691244449;2386,59
210;40,43649952;-3,700937885;2185,59
211;40,4288171;-3,6920625;1638,49
212;40,44112726;-3,6960617;2762,36
213;40,44579187;-3,706162393;3215,62
214;40,4323503;-3,702685716;1714,69
215;40,43542954;-3,714333004;2250,04
216;40,43243409;-3,693364755;1925,28
217;40,43551899;-3,716623365;2344,36
218;40,4336632;-3,6942857;2016,98
219;40,43279915;-3,697355131;1838,84
220;40,4351123;-3,705672239;2028,51
221;40,4292388;-3,70393449;1367,68
222;40,43074387;-3,70305998;1535,1
223;40,4356854;-3,699375978;2113,44
224;40,43173292;-3,702788584;1645,75
225;40,43575273;-3,698605805;2132,59
226;40,4370481;-3,7021798;2238,49
227;40,43666294;-3,697946682;2243,01
228;40,43907795;-3,715083375;2648,65
229;40,4405476;-3,695901307;2702,86
230;40,44623324;-3,693511674;3365,38
231;40,4292388;-3,70393449;1367,68
232;40,44600117;-3,713494044;3339,5
233;40,43175953;-3,712333175;1808,42
234;40,43542954;-3,714333004;2250,04
235;40,4389621;-3,705302;2453,04
236;40,44416147;-3,699921404;3041,89
237;40,4351123;-3,705672239;2028,51
238;40,43538515;-3,713144204;2206,44
239;40,42315928;-3,718206567;1422,21
240;40,4312925;-3,6942101;1779,76
241;40,43575273;-3,698605805;2132,59
242;40,43666294;-3,697946682;2243,01
243;40,43907795;-3,715083375;2648,65
244;40,44660365;-3,692189199;3434,82
245;40,4349358;-3,7147092;2213,43
246;40,43844623;-3,699785121;2411,91
247;40,4326248;-3,708794589;1799,91
248;40,44112726;-3,6960617;2762,36
249;40,44189808;-3,718664603;3056,52
250;40,4376551;-3,713123775;2442,23
251;40,43753645;-3,698632918;2327,02
252;40,43168103;-3,702101257;1643,22
253;40,4349358;-3,7147092;2213,43
254;40,4310262;-3,701144988;1578,89
255;40,43276288;-3,701040333;1771,62
256;40,43274127;-3,711624666;1885,78
257;40,43070484;-3,69480057;1699,11
258;40,4336632;-3,6942857;2016,98
259;40,44024116;-3,701005923;2599,4
260;40,43822337;-3,717798029;2656,89
261;40,4330613;-3,7010182;1804,79
262;40,4405476;-3,695901307;2702,86
263;40,44830297;-3,705209943;3490
264;40,42889333;-3,694348456;1539,18
265;40,44024116;-3,701005923;2599,4
266;40,43109387;-3,709694302;1657,93
267;40,42814306;-3,692569917;1552,7
268;40,42992925;-3,694393509;1637,85
269;40,44499978;-3,709112057;3155,43
270;40,44416147;-3,699921404;3041,89
271;40,44501359;-3,717138513;3327,23
272;40,44024116;-3,701005923;2599,4
273;40,43000277;-3,697690571;1533,85
274;40,43753645;-3,698632918;2327,02
275;40,4342655;-3,7123424;2065,76
276;40,44024116;-3,701005923;2599,4
277;40,43484947;-3,715516139;2234,94
278;40,44300322;-3,698522239;2928,54
279;40,43822337;-3,717798029;2656,89
280;40,43243409;-3,693364755;1925,28
281;40,4301994;-3,6927714;1732,43
282;40,43246703;-3,717519525;2093,62
283;40,4423982;-3,69746209;2876,63
284;40,43380259;-3,70420351;1875,59
285;40,4380069;-3,716186832;2575,8
286;40,4336632;-3,6942857;2016,98
287;40,4303977;-3,7103348;1603,34
288;40,4349358;-3,7147092;2213,43
289;40,44660365;-3,692189199;3434,82
290;40,44660365;-3,692189199;3434,82
291;40,43276288;-3,701040333;1771,62
292;40,43624068;-3,710118446;2217,22
293;40,42954525;-3,699706132;1438,1
294;40,4334118;-3,704980954;1835,4
295;40,43624068;-3,710118446;2217,22
296;40,43945381;-3,696142952;2579,89
297;40,44830297;-3,705209943;3490
298;40,430386;-3,701892108;1501,17
299;40,44600117;-3,713494044;3339,5
300;40,43519982;-3,7068364;2049,35
301;40,436544;-3,7024617;2181,4
302;40,43276288;-3,701040333;1771,62
303;40,428132;-3,6907537;1648,2
304;40,43508698;-3,6939818;2173,21
305;40,43626351;-3,691244449;2386,59
306;40,4339302;-3,694919284;2024,47
307;40,4357719;-3,70052;2109,07
308;40,42315928;-3,718206567;1422,21
309;40,43243409;-3,693364755;1925,28
310;40,4330613;-3,7010182;1804,79
311;40,44024116;-3,701005923;2599,4
312;40,42736788;-3,692989449;1462,53
313;40,4389621;-3,705302;2453,04
314;40,43057973;-3,691038747;1848,32
315;40,44660365;-3,692189199;3434,82
316;40,44185775;-3,70005787;2785,89
317;40,43575273;-3,698605805;2132,59
318;40,43666294;-3,697946682;2243,01
319;40,43274127;-3,711624666;1885,78
320;40,43551899;-3,716623365;2344,36
321;40,4357719;-3,70052;2109,07
322;40,4368784;-3,7018224;2221,4
323;40,4373794;-3,7131022;2412,73
324;40,4336632;-3,6942857;2016,98
325;40,43276288;-3,701040333;1771,62
326;40,43649952;-3,700937885;2185,59
327;40,43309965;-3,715950006;2081,81
328;40,4407762;-3,7128498;2765,2
329;40,4435639;-3,700839459;2968,83
330;40,4310262;-3,701144988;1578,89
331;40,44429798;-3,700534517;3052,25
332;40,43666974;-3,696328664;2276,51
333;40,46249107;-3,682314368;5373,39
334;40,43376236;-3,699111149;1907,18
335;40,44024116;-3,701005923;2599,4
336;40,44501359;-3,717138513;3327,23
337;40,4336632;-3,6942857;2016,98
338;40,43243409;-3,693364755;1925,28
339;40,44429798;-3,700534517;3052,25
340;40,44300322;-3,698522239;2928,54
341;40,4431893;-3,7108233;2983,14
342;40,43542954;-3,714333004;2250,04
343;40,4389621;-3,705302;2453,04
344;40,43538515;-3,713144204;2206,44
345;40,43032695;-3,700979627;1503,74
346;40,4307447;-3,698101006;1601,88
347;40,4336632;-3,6942857;2016,98
348;40,44830297;-3,705209943;3490
349;40,43276288;-3,701040333;1771,62
350;40,4218831;-3,700964217;590,52
351;40,43413206;-3,71128878;2021,2
352;40,42889333;-3,694348456;1539,18
353;40,4356854;-3,699375978;2113,44
354;40,4389621;-3,705302;2453,04
355;40,4339102;-3,7024169;1889
356;40,4389621;-3,705302;2453,04
357;40,4336632;-3,6942857;2016,98
358;40,42315928;-3,718206567;1422,21
359;40,430386;-3,701892108;1501,17
360;40,4343997;-3,7179095;2291,43
361;40,42315928;-3,718206567;1422,21
362;40,4389621;-3,705302;2453,04
363;40,43630188;-3,711186847;2248,22
364;40,4329059;-3,6928882;1990,27
365;40,43243409;-3,693364755;1925,28
366;40,42640189;-3,69331608;1361,24
367;40,43575273;-3,698605805;2132,59
368;40,44499978;-3,709112057;3155,43
369;40,44499978;-3,709112057;3155,43
370;40,43945381;-3,696142952;2579,89
371;40,43945381;-3,696142952;2579,89
372;40,4349358;-3,7147092;2213,43
373;40,4349358;-3,7147092;2213,43
374;40,4327091;-3,696121397;1861,74
375;40,43279915;-3,697355131;1838,84
376;40,42315928;-3,718206567;1422,21
377;40,43413206;-3,71128878;2021,2
378;40,43945381;-3,696142952;2579,89
379;40,43945381;-3,696142952;2579,89
380;40,4427157;-3,7152139;3031,8
381;40,44499978;-3,709112057;3155,43
382;40,4347638;-3,7083155;2022,67
383;40,4349358;-3,7147092;2213,43
384;40,436301;-3,700038292;2172,65
385;40,4315405;-3,7146747;1877,66
386;40,43413206;-3,71128878;2021,2
387;40,43108821;-3,701817097;1579,51
388;40,43747878;-3,698649799;2320,46
389;40,42315928;-3,718206567;1422,21
390;40,44499978;-3,709112057;3155,43
391;40,4461072;-3,6909899;3412,04
392;40,43852501;-3,701437129;2406,31
393;40,43907795;-3,715083375;2648,65
394;40,4389621;-3,705302;2453,04
395;40,43542954;-3,714333004;2250,04
396;40,43626351;-3,691244449;2386,59
397;40,43413206;-3,71128878;2021,2
398;40,43508698;-3,6939818;2173,21
399;40,43626351;-3,691244449;2386,59
400;40,4389621;-3,705302;2453,04
401;40,43050399;-3,690767176;1854,71
402;40,44660365;-3,692189199;3434,82
403;40,43380259;-3,70420351;1875,59
404;40,44499978;-3,709112057;3155,43
405;40,4423982;-3,69746209;2876,63
406;40,4310262;-3,701144988;1578,89
407;40,4431893;-3,7108233;2983,14
408;40,4310262;-3,701144988;1578,89
409;40,4307447;-3,698101006;1601,88
410;40,42246451;-3,707699303;708,44
411;40,4326248;-3,708794589;1799,91
412;40,43309965;-3,715950006;2081,81
413;40,4389621;-3,705302;2453,04
414;40,43551899;-3,716623365;2344,36
415;40,43907795;-3,715083375;2648,65
416;40,43508698;-3,6939818;2173,21
417;40,4368784;-3,7018224;2221,4
418;40,4343166;-3,701282728;1941,16
419;40,4298146;-3,707558961;1471,45
420;40,4323835;-3,7146186;1956,98
421;40,4310262;-3,701144988;1578,89
422;40,4389621;-3,705302;2453,04
423;40,43666974;-3,696328664;2276,51
424;40,44623324;-3,693511674;3365,38
425;40,4349358;-3,7147092;2213,43
426;40,4336632;-3,6942857;2016,98
427;40,4389621;-3,705302;2453,04
428;40,4336632;-3,6942857;2016,98
429;40,44024116;-3,701005923;2599,4
430;40,43000277;-3,697690571;1533,85
431;40,43844623;-3,699785121;2411,91
432;40,43945381;-3,696142952;2579,89
433;40,4347638;-3,7083155;2022,67
434;40,43844623;-3,699785121;2411,91
435;40,43945381;-3,696142952;2579,89
436;40,4423982;-3,69746209;2876,63
437;40,4328148;-3,7098453;1844,2
438;40,4390387;-3,6992008;2484,04
439;40,4431893;-3,7108233;2983,14
440;40,4429212;-3,701008646;2896,49
441;40,43050399;-3,690767176;1854,71
442;40,4389621;-3,705302;2453,04
443;40,42315928;-3,718206567;1422,21
444;40,4336632;-3,6942857;2016,98
445;40,4328318;-3,7038247;1766,95
446;40,4389621;-3,705302;2453,04
447;40,43945381;-3,696142952;2579,89
448;40,44024116;-3,701005923;2599,4
449;40,4389621;-3,705302;2453,04
450;40,4393173;-3,7156031;2689,81
451;40,44024116;-3,701005923;2599,4
452;40,4389621;-3,705302;2453,04
453;40,43050399;-3,690767176;1854,71
454;40,4341481;-3,7168718;2221,85
455;40,43276288;-3,701040333;1771,62
456;40,4458169;-3,7032506;3210,72
457;40,42315928;-3,718206567;1422,21
458;40,43624068;-3,710118446;2217,22
459;40,44501359;-3,717138513;3327,23
460;40,4353554;-3,7123659;2179,88
461;40,44660365;-3,692189199;3434,82
462;40,44499978;-3,709112057;3155,43
463;40,4336632;-3,6942857;2016,98
464;40,4431893;-3,7108233;2983,14
465;40,4349358;-3,7147092;2213,43
466;40,44592335;-3,700944364;3229,87
467;40,42315928;-3,718206567;1422,21
468;40,436301;-3,700038292;2172,65
469;40,4349358;-3,7147092;2213,43
470;40,43551899;-3,716623365;2344,36
471;40,43699261;-3,702546584;2230,96
472;40,4458416;-3,6916991;3365,65
473;40,4389621;-3,705302;2453,04
474;40,44005667;-3,714034841;2719,76
475;40,44024116;-3,701005923;2599,4
476;40,42315928;-3,718206567;1422,21
477;40,4389621;-3,705302;2453,04
478;40,43274127;-3,711624666;1885,78
479;40,44009364;-3,706433925;2586
480;40,435392;-3,714847306;2264,31
481;40,43551899;-3,716623365;2344,36
482;40,4423982;-3,69746209;2876,63
483;40,44429798;-3,700534517;3052,25
484;40,4292388;-3,70393449;1367,68
485;40,4307372;-3,7051894;1540,32
486;40,4349358;-3,7147092;2213,43
487;40,43753645;-3,698632918;2327,02
488;40,4349358;-3,7147092;2213,43
489;40,4323503;-3,702685716;1714,69
490;40,4336632;-3,6942857;2016,98
491;40,43309965;-3,715950006;2081,81
492;40,4322526;-3,7143842;1934,71
493;40,4407215;-3,7139075;2786,3
494;40,43173043;-3,694637616;1808,19
495;40,4330613;-3,7010182;1804,79
496;40,4350606;-3,7005123;2030,66
497;40,4361827;-3,7180083;2465,77
498;40,4349358;-3,7147092;2213,43
499;40,4423982;-3,69746209;2876,63
500;40,43276288;-3,701040333;1771,62
501;40,4336632;-3,6942857;2016,98
502;40,44416147;-3,699921404;3041,89
503;40,42315928;-3,718206567;1422,21
504;40,4336632;-3,6942857;2016,98
505;40,43630188;-3,711186847;2248,22
506;40,4281232;-3,692085;1575,81
507;40,43852501;-3,701437129;2406,31
508;40,43413206;-3,71128878;2021,2
509;40,43666974;-3,696328664;2276,51
510;40,42315928;-3,718206567;1422,21
511;40,43852501;-3,701437129;2406,31
512;40,43519982;-3,7068364;2049,35
513;40,4328113;-3,6993978;1798,72
514;40,4292388;-3,70393449;1367,68
515;40,43907795;-3,715083375;2648,65
516;40,43413206;-3,71128878;2021,2
517;40,42866767;-3,697127775;1411,7
518;40,43649952;-3,700937885;2185,59
519;40,4336632;-3,6942857;2016,98
520;40,43551899;-3,716623365;2344,36
521;40,4415308;-3,6955205;2816,73
522;40,44247501;-3,69900861;2864,65
523;40,43551899;-3,716623365;2344,36
524;40,4267515;-3,6924031;1440,77
525;40,43484947;-3,715516139;2234,94
526;40,42820131;-3,704972517;1257,87
527;40,4345185;-3,7162706;2232,37
528;40,43945381;-3,696142952;2579,89
529;40,43175953;-3,712333175;1808,42
530;40,44376601;-3,714143463;3115,09
531;40,43274127;-3,711624666;1885,78
532;40,43852501;-3,701437129;2406,31
533;40,4323503;-3,702685716;1714,69
534;40,44376601;-3,714143463;3115,09
535;40,42865395;-3,700696723;1324,02
536;40,4339302;-3,694919284;2024,47
537;40,44247501;-3,69900861;2864,65
538;40,43175953;-3,712333175;1808,42
539;40,43175953;-3,712333175;1808,42
540;40,4349358;-3,7147092;2213,43
541;40,4307447;-3,698101006;1601,88
542;40,4372385;-3,7024563;2258,58
543;40,4408172;-3,7156518;2846,26
544;40,4408172;-3,7156518;2846,26
545;40,5064887;-4,232898;45879,26
546;40,43480772;-3,713775366;2167,73
547;40,44499978;-3,709112057;3155,43
548;40,44499978;-3,709112057;3155,43
549;40,44376601;-3,714143463;3115,09
550;40,43624068;-3,710118446;2217,22
551;40,435392;-3,714847306;2264,31
552;40,4334731;-3,69213965;2075,37
553;40,4431893;-3,7108233;2983,14
554;40,4336632;-3,6942857;2016,98
555;40,42315928;-3,718206567;1422,21
556;40,4376551;-3,713123775;2442,23
557;40,48932943;-3,966575523;23668,07
558;40,435392;-3,714847306;2264,31
559;40,43508698;-3,6939818;2173,21
560;40,4281232;-3,692085;1575,81
561;40,43397766;-3,693557197;2073,57
562;40,42570565;-3,712659739;1243,98
563;40,44024116;-3,701005923;2599,4
564;40,44499978;-3,709112057;3155,43
565;40,4336632;-3,6942857;2016,98
566;40,4389621;-3,705302;2453,04
567;40,4349358;-3,7147092;2213,43
568;40,4349358;-3,7147092;2213,43
569;40,4380899;-3,6999172;2371,17
570;40,5064887;-4,232898;45879,26
571;40,4423982;-3,69746209;2876,63
572;40,4423982;-3,69746209;2876,63
573;40,43598866;-3,703359087;2117,84
574;40,4423982;-3,69746209;2876,63
575;40,4380899;-3,6999172;2371,17
576;40,4380899;-3,6999172;2371,17
577;40,43666974;-3,696328664;2276,51
578;40,43538515;-3,713144204;2206,44
579;40,44499978;-3,709112057;3155,43
580;40,43551899;-3,716623365;2344,36
581;40,44185775;-3,70005787;2785,89
582;40,43666294;-3,697946682;2243,01
583;40,43666294;-3,697946682;2243,01
584;40,44185775;-3,70005787;2785,89
585;40,4298146;-3,707558961;1471,45
586;40,44009364;-3,706433925;2586
587;40,4431893;-3,7108233;2983,14
588;40,43611101;-3,698602359;2171,73
589;40,42315928;-3,718206567;1422,21
590;40,44416147;-3,699921404;3041,89
591;40,43484947;-3,715516139;2234,94
592;40,4326418;-3,6990675;1785,93
593;40,44623324;-3,693511674;3365,38
594;40,43538515;-3,713144204;2206,44
595;40,4336632;-3,6942857;2016,98
596;40,43508698;-3,6939818;2173,21
597;40,43243409;-3,693364755;1925,28
598;40,4431893;-3,7108233;2983,14
599;40,43538515;-3,713144204;2206,44
600;40,4349358;-3,7147092;2213,43
601;40,42315928;-3,718206567;1422,21
602;40,43575273;-3,698605805;2132,59
603;40,4389621;-3,705302;2453,04
604;40,43243409;-3,693364755;1925,28
605;40,43413206;-3,71128878;2021,2
606;40,4327443;-3,7033977;1757,07
607;40,4349358;-3,7147092;2213,43
608;40,43575273;-3,698605805;2132,59
609;40,4408172;-3,7156518;2846,26
610;40,43243409;-3,693364755;1925,28
611;40,42315928;-3,718206567;1422,21
612;40,4336632;-3,6942857;2016,98
613;40,43551899;-3,716623365;2344,36
614;40,4396968;-3,6994173;2553,88
615;40,44639435;-3,712288884;3357,82
616;40,42889333;-3,694348456;1539,18
617;40,44247501;-3,69900861;2864,65
618;40,43309965;-3,715950006;2081,81
619;40,42889333;-3,694348456;1539,18
620;40,43611101;-3,698602359;2171,73
621;40,43753645;-3,698632918;2327,02
622;40,44024116;-3,701005923;2599,4
623;40,43276288;-3,701040333;1771,62
624;40,43551899;-3,716623365;2344,36
625;40,44660365;-3,692189199;3434,82
626;40,44660365;-3,692189199;3434,82
627;40,4330613;-3,7010182;1804,79
628;40,42640189;-3,69331608;1361,24
629;40,4334118;-3,704980954;1835,4
630;40,42935418;-3,700595374;1402,16
631;40,4339302;-3,694919284;2024,47
632;40,4310262;-3,701144988;1578,89
633;40,4307447;-3,698101006;1601,88
634;40,4376551;-3,713123775;2442,23
635;40,4370503;-3,7136338;2394,01
636;40,46249107;-3,682314368;5373,39
637;40,44024116;-3,701005923;2599,4
638;40,4364367;-3,7125232;2297,56
639;40,44300322;-3,698522239;2928,54
640;40,44024116;-3,701005923;2599,4
641;40,43243409;-3,693364755;1925,28
642;40,46249107;-3,682314368;5373,39
643;40,4336632;-3,6942857;2016,98
644;40,43551899;-3,716623365;2344,36
645;40,43551899;-3,716623365;2344,36
646;40,43000277;-3,697690571;1533,85
647;40,43397766;-3,693557197;2073,57
648;40,4349358;-3,7147092;2213,43
649;40,4349358;-3,7147092;2213,43
650;40,4389621;-3,705302;2453,04
651;40,43316195;-3,697600833;1871,87
652;40,439479;-3,7079031;2533,16
653;40,46249107;-3,682314368;5373,39
654;40,439479;-3,7079031;2533,16
655;40,42883904;-3,69283545;1602,63
656;40,4461072;-3,6909899;3412,04
657;40,4431893;-3,7108233;2983,14
658;40,44416147;-3,699921404;3041,89
659;40,43276288;-3,701040333;1771,62
660;40,43413206;-3,71128878;2021,2
661;40,43913979;-3,715241667;2660
662;40,42866767;-3,697127775;1411,7
663;40,4327091;-3,696121397;1861,74
664;40,42883904;-3,69283545;1602,63
665;40,4380899;-3,6999172;2371,17
666;40,43243409;-3,693364755;1925,28
667;40,4389621;-3,705302;2453,04
668;40,44185775;-3,70005787;2785,89
669;40,43413206;-3,71128878;2021,2
670;40,43413206;-3,71128878;2021,2
671;40,4423982;-3,69746209;2876,63
672;40,43276288;-3,701040333;1771,62
673;40,44024116;-3,701005923;2599,4
674;40,44024116;-3,701005923;2599,4
675;40,43542954;-3,714333004;2250,04
676;40,44600117;-3,713494044;3339,5
677;40,43484947;-3,715516139;2234,94
678;40,44024116;-3,701005923;2599,4
679;40,43575273;-3,698605805;2132,59
680;40,43000277;-3,697690571;1533,85
681;40,43070484;-3,69480057;1699,11
682;40,43666974;-3,696328664;2276,51
683;40,435392;-3,714847306;2264,31
684;40,43276288;-3,701040333;1771,62
685;40,44499978;-3,709112057;3155,43
686;40,44499978;-3,709112057;3155,43
687;40,44499978;-3,709112057;3155,43
688;40,44499978;-3,709112057;3155,43
689;40,43666974;-3,696328664;2276,51
690;40,44830297;-3,705209943;3490
691;40,43276288;-3,701040333;1771,62
692;40,4380899;-3,6999172;2371,17
693;40,4380899;-3,6999172;2371,17
694;40,4347638;-3,7083155;2022,67
695;40,43575273;-3,698605805;2132,59
696;40,4431893;-3,7108233;2983,14
697;40,4349358;-3,7147092;2213,43
698;40,4336632;-3,6942857;2016,98
699;40,434998;-3,7047127;2010,15
700;40,4336632;-3,6942857;2016,98
701;40,44185831;-3,710998174;2841,78
702;40,43666974;-3,696328664;2276,51
