id;latitud;longitud
9255;40,42861597;-3,717238651
9256;40,4664658;-3,7643398
9257;40,4307266;-3,7161715
9258;40,36634135;-3,600018038
9259;40,42277385;-3,713273363
9260;40,42120524;-3,716979864
9261;40,4221054;-3,7150141
9262;40,4711015;-3,7222422
9263;40,42108832;-3,714520224
9264;40,45464652;-3,796201401
9265;40,4259466;-3,7148806
9266;40,46364877;-3,776764003
9267;40,46364877;-3,776764003
9268;40,4761652;-3,8305458
9269;40,42120524;-3,716979864
9270;40,46364877;-3,776764003
9271;40,471568;-3,7892184
9272;40,45440668;-3,76953861
9273;40,46364877;-3,776764003
9274;40,46987587;-3,726290745
9275;40,42220115;-3,722440263
9276;40,4730433;-3,827954226
9277;40,46513942;-3,729069731
9278;40,4259466;-3,7148806
9279;40,4350196;-3,719236
9280;40,45606037;-3,717063582
9281;40,443792;-3,726423
9282;40,46694;-3,78715495
9283;40,42669174;-3,729886306
9284;40,4771993;-3,8302697
9285;40,4259466;-3,7148806
9286;40,460611;-3,7803395
9287;40,4244413;-3,712847265
9288;40,42570565;-3,712659739
9289;40,44772195;-3,716614867
9290;40,4216561;-3,715976677
9291;40,44763882;-3,710246731
9292;40,46029598;-3,768855084
9293;40,42120524;-3,716979864
9294;40,45765512;-3,780029054
9295;40,42999989;-3,718367403
9296;40,45908809;-3,794168093
9297;40,460611;-3,7803395
9298;40,457749;-3,7827941
9299;40,4307266;-3,7161715
9300;40,4642646;-3,717729
9301;40,44600117;-3,713494044
9302;40,46331336;-3,789730525
9303;40,4307266;-3,7161715
9304;40,469153;-3,7263489
9305;40,42479582;-3,728805749
9306;40,44719486;-3,778493045
9307;40,44763882;-3,710246731
9308;40,46571674;-3,721576809
9309;40,4350196;-3,719236
9310;40,4730433;-3,827954226
9311;40,42120524;-3,716979864
9312;40,47021222;-3,779759587
9313;40,42570565;-3,712659739
9314;40,42120524;-3,716979864
9315;40,46649465;-3,726456957
9316;40,4722862;-3,828990487
9317;40,4722862;-3,828990487
9318;40,42083545;-3,715779245
9319;40,4259466;-3,7148806
9320;40,4350196;-3,719236
9321;40,42108832;-3,714520224
9322;40,4722862;-3,828990487
9323;40,4350196;-3,719236
9324;40,4350196;-3,719236
9325;40,4350196;-3,719236
9326;40,4720437;-3,7872492
9327;40,46694;-3,78715495
9328;40,4722862;-3,828990487
9329;40,46618235;-3,730124483
9330;40,46694;-3,78715495
9331;40,4350196;-3,719236
9332;40,4722862;-3,828990487
9333;40,4748333;-3,8221998
9334;40,42120524;-3,716979864
9335;40,43029039;-3,721324543
9336;40,46876965;-3,795619996
9337;40,4642232;-3,7665333
9338;40,4679161;-3,7194852
9339;40,4748333;-3,8221998
9340;40,4776058;-3,8350562
9341;40,42450544;-3,721952424
9342;40,42120524;-3,716979864
9343;40,46694;-3,78715495
9344;40,45859977;-3,765705967
9345;40,4631617;-3,771625
9346;40,4631617;-3,771625
9347;40,4631617;-3,771625
9348;40,47421914;-3,820008314
9349;40,4656604;-3,7775539
9350;40,4689274;-3,727737785
9351;40,4350196;-3,719236
9352;40,474233;-3,7468742
9353;40,42120524;-3,716979864
9354;40,47398314;-3,748815752
9355;40,43157445;-3,723433041
9356;40,4569699;-3,785706839
9357;40,45440668;-3,76953861
9358;40,457749;-3,7827941
9359;40,46694;-3,78715495
9360;40,45606037;-3,717063582
9361;40,42535572;-3,712538121
9362;40,42894593;-3,717493144
9363;40,4722862;-3,828990487
9364;40,4722862;-3,828990487
9365;40,4687237;-3,8064666
9366;40,4722862;-3,828990487
9367;40,457749;-3,7827941
9368;40,47417295;-3,82349927
9369;40,443792;-3,726423
9370;40,42450544;-3,721952424
9371;40,45440668;-3,76953861
9372;40,4722862;-3,828990487
9373;40,42715044;-3,720013093
9374;40,4722862;-3,828990487
9375;40,4350196;-3,719236
9376;40,4350196;-3,719236
9377;40,44719486;-3,778493045
9378;40,46280599;-3,793010928
9379;40,46882571;-3,735313002
9380;40,4771791;-3,830158171
9381;40,45440668;-3,76953861
9382;40,45437914;-3,791796827
9383;40,47398314;-3,748815752
9384;40,4688299;-3,767317
9385;40,4686163;-3,7298022
9386;40,4707391;-3,8147577
9387;40,469738;-3,727879
9388;40,4707391;-3,8147577
9389;40,469738;-3,727879
9390;40,46694;-3,78715495
9391;40,44828508;-3,712605553
9392;40,4350196;-3,719236
9393;40,4729613;-3,7495597
9394;40,468519;-3,7954961
9395;40,2863209;-3,79390155
9396;40,457749;-3,7827941
9397;40,47398314;-3,748815752
9398;40,469738;-3,727879
9399;40,4049138;-3,6367075
9400;40,4074288;-3,649456
9401;40,4051965;-3,6415467
9402;40,4119951;-3,6575338
9403;40,4005425;-3,6352111
9404;40,399161;-3,6462064
9405;40,410464;-3,648496801
9406;40,41429215;-3,658962811
9407;40,40838595;-3,643906479
9408;40,41530395;-3,657871715
9409;40,4025815;-3,642808054
9410;40,4051315;-3,6417327
9411;40,39936366;-3,640892801
9412;40,40591775;-3,648037412
9413;40,40786865;-3,650208094
9414;40,4119951;-3,6575338
9415;40,4075081;-3,6436362
9416;40,4075081;-3,6436362
9417;40,4038221;-3,647318676
9418;40,39936366;-3,640892801
9419;40,40424174;-3,637179369
9420;40,41146744;-3,655991327
9421;40,40808698;-3,654778785
9422;40,41105665;-3,645398106
9423;40,4076165;-3,64179813
9424;40,4002971;-3,646511787
9425;40,41050696;-3,651318512
9426;40,41025745;-3,634705146
9427;40,39936366;-3,640892801
9428;40,4038221;-3,647318676
9429;40,41050696;-3,651318512
9430;40,39817011;-3,6330593
9431;40,4002971;-3,646511787
9432;40,40675629;-3,651761638
9433;40,40942518;-3,631656051
9434;40,4119951;-3,6575338
9435;40,399161;-3,6462064
9436;40,40342458;-3,626802257
9437;40,40495185;-3,63073645
9438;40,40353797;-3,648502759
9439;40,3998878;-3,643401011
9440;40,4038221;-3,647318676
9441;40,41993892;-3,657570045
9442;40,4051965;-3,6415467
9443;40,3976861;-3,6427738
9444;40,41672285;-3,657951665
9445;40,3976861;-3,6427738
9446;40,3976861;-3,6427738
9447;40,3976861;-3,6427738
9448;40,4067996;-3,648433915
9449;40,39936366;-3,640892801
9450;40,40769449;-3,639854454
9451;40,41079784;-3,647340007
9452;40,4076165;-3,64179813
9453;40,41124971;-3,652088383
9454;40,41079784;-3,647340007
9455;40,40556791;-3,651090517
9456;40,39936366;-3,640892801
9457;40,40516929;-3,644565797
9458;40,4038221;-3,647318676
9459;40,40922725;-3,643265939
9460;40,4038221;-3,647318676
9461;40,40591775;-3,648037412
9462;40,41127508;-3,643718891
9463;40,3976861;-3,6427738
9464;40,40808698;-3,654778785
9465;40,399161;-3,6462064
9466;40,4119951;-3,6575338
